exp_id,company,start_year,years,role
1007,CONTACTX RESOURCE MANAGEMENT PVT. LTD,2007,2012,produtor
1008,Eicher Engineering Solutions (A Unit Of Eicher Motors Ltd),2012,2022,commercial manager
1009,People Combine Educational Initiatives Ltd.,2008,2012,human resource manager
1010,PeopleLogic Business Solutions,2003,2005,gerente de compras
1011,Grainger India Private Limited,2003,2006,farmer
1012,Greenage Griha Nirmaan Pvt Ltd.,2005,2010,content editor
1013,Fleming India Management Services Pvt. Ltd.,2002,2006,data entry specialist
1014,Lakkho HR Consultants Private Limited,2000,2002,head of finance
1015,IPMS Placements Private Limited,2010,2018,infantry
1016,Gallop4U Staffing Solution,2004,2008,vice president operations
1017,Advanz Knowledge Systems,2002,2006,combat engineer
1018,ATT Systems Group,2015,2025,senior territory manager
1019,Pelf Infotech Private Limited,2004,2007,senior estimator
1020,Edutech India Private Limited,2010,2015,psicopedagoga
1021,Powersoft IT PVT LTD,2006,2010,assistente administrativa
1022,SportzInteractive,2002,2004,instrument technician
1023,Macropace Technologies,2002,2007,encargado
1024,ideaTree,2003,2005,stagehand
1025,CAREER MAKERS,2005,2008,senior surveyor
1026,ICA Edu Skills Pvt. Ltd.,2003,2005,accounts payable specialist
1027,WEB DESIGN SEO COMPANY,2005,2008,staff registered nurse
1028,US Tech Solutions Pvt Ltd,2005,2007,student intern
1029,MM Activ Sci-Tech Communications Pvt. Ltd.,2006,2011,general assistant
1030,Saraswati Accountants Software Pvt Ltd,2002,2004,accounts receivable specialist
1031,Terra Technology,2002,2006,talent manager
1032,Afycon Technologies Pvt Ltd,2000,2000,postdoc
1033,vipin call info,2003,2008,project leader
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial
1035,Gauranga Soft-Tech Pvt. Ltd.,2003,2008,front desk
1036,VAM SYSTEMS,2001,2003,sachbearbeiter
1037,Sindhu Cargo Services Private Limited,2002,2005,data scientist
1038,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,2004,2006,housekeeping supervisor
1039,AVIATION PRIVATE LTD,2007,2012,sócia
1040,3 ACES KONCEPTS,2000,2001,customer service administrator
1041,Neorems Services Pvt Ltd,2002,2007,project assistant
1042,Vinclo System,2006,2009,senior data analyst
1043,Music Broadcast Private Limited,2005,2007,gerente de ti
1044,Mathematical Computing Software Company,2004,2006,summer internship
1045,Innominds Software (P) Limited,2001,2003,independent business owner
1046,"Unify Square, Inc.",2007,2012,office coordinator
1047,Care IT Solutions Pvt Ltd,2004,2005,director of product development
1048,Career Genii Consulting Pvt. Ltd.,2002,2007,network specialist
1049,Nextek Systems (P) Ltd. (Sage Group),2003,2008,jefa
1050,Anvita Tours2Health Pvt. Ltd,2000,2005,embedded software engineer
1051,SRIDHAR INSURANCE BROKER PVT LTD,2005,2010,senior director
1052,KOKA Technologies,2002,2007,collections manager
1053,National Council of Educational Research and Training,2001,2002,captain
1054,Athenta Technologies Pvt. Ltd.,2002,2003,temporary administrative assistant
1055,Imperial Training and Consultants,2003,2008,jubilada
1056,Perceptive Analytics,2005,2010,general director
1057,Boomerang Commerce,2001,2004,assistant internship
1058,SEO Consultants,2003,2008,manager human resources
1059,Free Balance Software Solutions India Pvt. Ltd,2001,2006,web application developer
1060,Personagraph Corporation,2004,2006,commercial
1061,Pinnacle Teleservices Pvt Ltd,2003,2005,catering assistant
1062,Bright Star and Company,2000,2001,validation engineer
1063,ilabs Enterprise Services Private Limited,2006,2009,advogado
1064,PITCS,2002,2007,enfermero
1065,Brij & Co.,2004,2007,sales director
1066,Enthean Solutions Pvt Ltd,2002,2005,information technology support specialist
1067,Carrier Midea India Private Limited,2010,2020,pintor
1068,Vatsa Solutions,2005,2010,jefe de compras
1069,DeltaX,2001,2003,office staff
1070,Himanshu Apparels,2001,2003,senior sales consultant
1071,BRISTLECONE,2005,2008,floor manager
1072,Asahi India Glass Ltd.,2005,2008,adjunct lecturer
1073,Anwesha Customer Relations Marketing Pvt Ltd,2002,2008,film director
1074,"Sensiple Software Solutions Pvt. Ltd.,",2003,2006,singer
1075,Jeevan Scientific Technology Ltd.,2001,2003,production worker
1076,SPHEREHEAD CONSULTING (P) LIMITED,2000,2002,new business development
1077,Rinalytics Advisors,2007,2009,sales promoter
1078,Vision India Services Private Limited,2006,2011,consultor de negócios
1079,DRISHTEE DEVELOPMENT AND COMMUNICATION LTD,2006,2011,assistentin
1080,BLUEPRINT TECHNOLOGIES PVT LTD,2011,2015,jurist
1081,"Oxys Technologies Pvt Ltd,",2002,2007,implementation specialist
1082,Aurora Recruitment Consulting,2000,2002,visiting professor
1083,KILBURN ENGINEERING LIMITED,2010,2015,principal
1084,Bhartiya Consultancy Services,2003,2005,associate veterinarian
1085,Aspiration,2002,2003,gerencia
1086,"Clay Logix (India) Pvt Ltd,",2001,2003,assistant librarian
1087,V-Konnect Associates,2002,2007,ingénieur d'études
1088,UMA INTERNATIONAL,2007,2010,dueño principal
1089,CAR LAUNDRY AUTO SERVICES OPC PRIVATE LIMITED,2003,2006,medical assistant
1090,ASCENT STAFFING SOLUTIONS PVT LTD,2001,2003,ingenieur
1091,Vidal Health TPA Pvt Ltd (Formerly known as TTK Healthcare Services),2003,2008,social studies teacher
1092,PolyCom Technology (RD) Centre Pvt Ltd,2003,2005,associate producer
1093,Softlogic Systems,2005,2008,position in sales
1094,SDLC Labs Technologies Pvt. Ltd.,2003,2008,genaral manager
1095,MOSAIC MEDIA VENTURES PVT. LTD,2004,2006,selbständig
1096,RNB Research,2004,2006,vendedor externo
1097,IMMUNOSHOP,2010,2015,director of nursing
1098,babycell,2002,2007,regional operations manager
1099,PFS Web Global Services Pvt Ltd,2003,2004,team leader
1100,Banking Frontiers,2007,2010,manager it
1101,Lifecell International Private Ltd(Asia Cryo-Cell),2003,2007,customer services
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador
1103,alacrity,2003,2006,events assistant
1104,AGS HEALTH PRIVATE LIMITED,2010,2012,bolsista
1105,Nexa Web Solutions Pvt Ltd,2000,2001,monitora
1106,PricewaterhouseCoopers Service Delivery CenterKolkata Private Limited.,2005,2006,marketing supervisor
1107,Accuster Technologies Pvt. Ltd.,2005,2007,vertrieb
1108,Orion Consulting,2010,2015,senior counselor
1109,The Calibre Quotient Consulting,2001,2003,service consultant
1110,IAP Company Pvt Ltd.,2001,2005,president/owner
1111,Nuevosol Energy Private Limited,2003,2008,client account manager
1112,Auratech Solutions Pvt. Ltd.,2000,2001,licensed massage therapist
1113,VDPL,2010,2015,fund manager
1114,HCL TSS,2002,2005,accounting specialist
1115,Axtria,2010,2014,logistics account executive
1116,Intelegain Technologies,2001,2004,retraitée
1117,SUPER SAFETY SERVICES,2000,2001,senior travel consultant
1118,"LabourNet Services India Private Limited,",2005,2010,asistente de gerencia
1119,STEER INFORMATION TECHNOLOGIES PVT. LTD,2001,2006,serveur
1120,Somya Translators Pvt Ltd,2002,2005,marine
1121,Sang Infotech Pvt. Ltd,2008,2012,senior finance manager
1122,Keyideas Infotech Private Limited,2008,2012,billing clerk
1123,Biotron Healthcare (India) Pvt. Ltd.,2004,2007,benefits coordinator
1124,Up Word Global,2001,2003,piping designer
1125,Qusol Consultancy Private Limited,2002,2007,nurse assistant
1126,Black & White Business Solution,2015,2020,scheduler
1127,Celestial Systems Pvt. Ltd.,2010,2020,engenheiro mecânico
1128,Spigot Software Private Limited,2001,2004,school secretary
1129,EUROMONITOR RESEARCH AND CONSULTING (INDIA) PRIVATE LIMITED,2002,2005,psychologist
1130,GEORGE PHILIPS MEDICAL ENGINEERING Pvt. Ltd,2005,2010,servidor público
1131,Being Human Clothing,2008,2010,aircraft maintenance technician
1132,Prarzoo Pvt Ltd,2004,2009,account development manager
1133,Ace Data Devices Pvt. Ltd,2005,2008,digital marketing manager
1134,Axcess Consultancy services,2002,2005,marketing intern
1135,"SPM India Ltd.,",2001,2006,management analyst
1136,Skillmine Technology Consulting,2003,2005,solution architect
1137,Smartech Interactive Pvt. Ltd,2002,2007,category manager
1138,JIVA AYURVEDIC PHARMACY LTD.,2007,2010,customer support executive
1139,Inspiring spaces,2003,2005,help desk
1140,Priority People Hr Solutions,2003,2006,admin clerk
1141,Buzzworks Business Services Pvt Ltd.,2000,2002,eletricista
1142,Softlogic Technology Private Limited,2009,2014,veterinary technician
1143,Futuronix Automation Pvt Ltd,2003,2005,trainee engineer
1144,"IIPT Automation, Delhi",2000,2002,regional sales executive
1145,NASSCOM Foundation,2001,2003,accounts payable coordinator
1146,Cambridge Technology Enterprises,2000,2001,senior marketing specialist
1147,DGS Technical Services,2001,2002,asistente de ventas
1148,Pentagon Global Solutions Limited,2008,2012,laboratory analyst
1149,Digilant Solutions,2001,2005,conductor
1150,ETT CAREERMOVE PVT LTD,2000,2002,telecom engineer
1151,Adwitiya Consulting,2003,2005,gestor
1152,open minds,2010,2012,physics teacher
1153,aasaanjobs,2002,2007,auxiliar de enfermagem
1154,IPE Global Limited,2003,2007,asistente administrativa
1155,Green Wings System Pvt Ltd,2006,2009,public relations manager
1156,Maven Silicon,2003,2008,associé gérant
1157,Interactive Marketing Pvt Ltd,2010,2015,marketing & sales
1158,SYMENTRICS SOLUTIONS,2003,2005,clinical research associate
1159,Best Choice Consultant,2002,2005,assistant front office manager
1160,Prudent Solutions,2002,2004,frontend developer
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager
1162,India Medtronic Pvt. Ltd,2006,2009,project consultant
1163,Aris Global Software Pvt. Ltd.,2003,2005,expeditor
1164,PCDS Infotech (P). Ltd,2003,2005,quality inspector
1165,Spruce Software Tech,2005,2010,senior key account manager
1166,Evoke Technologies Pvt. Ltd.,2002,2003,chargé de clientèle
1167,JD Group Limited.,2005,2006,regional director of operations
1168,Connectpro Mgmt Pvt Ltd,2000,2002,senior recruiter
1169,SE Trading Company,2001,2003,english instructor
1170,Neweland Technologies Pvt. Ltd.,2002,2004,photographer
1171,Dsourc,2007,2010,pasante
1172,MatchMove,2003,2005,student tutor
1173,Securitas India,2004,2007,delivery driver
1174,Integrated Technology.,2002,2007,security guard
1175,Reputed Garment Industry,2000,2005,adjunct instructor
1176,Planman HR Pvt.Ltd.,2003,2008,trade marketing manager
1177,Rajiv Gandhi Super Speciality Hospital,2000,2003,real estate professional
1178,Fore Brain Technologies Private Limited,2004,2006,dermatologist
1179,Alcor Solutions Inc.,2004,2009,front office assistant
1180,Sourcebits Technologies,2000,2003,law clerk
1181,ElcoSoft Pvt. Ltd.,2008,2013,technical intern
1182,Offshore Accounting & Taxation Services Pvt. Ltd.,2000,2005,uzman
1183,Vimta Labs Limited,2000,2001,network analyst
1184,YallaSpree -Startup,2002,2003,presenter
1185,Malladi Drugs & Pharmaceuticals Limited,2001,2002,warehouse worker
1186,Office of HNI,2002,2007,judicial extern
1187,ECPS Pvt. Ltd,2003,2007,owner/founder
1188,AKSHARA Agile Technologies Pvt.Ltd,2003,2008,real estate sales agent
1189,HERO FINCORP,2001,2003,it intern
1190,Onicra Credit Infomation Company Ltd,2002,2005,designer
1191,Knight Frank LLP,2005,2007,technical team lead
1192,ATDS,2012,2018,package handler
1193,HyperDrive Infotech,2003,2004,business support manager
1194,"Max Super Speciality Hospital, Vaishali, Ghaziabad",2002,2007,it support specialist
1195,Masti Health and Beauty Pvt Ltd,2004,2008,database developer
1196,Access Healthcare Services Pvt Ltd,2008,2010,psicólogo
1197,ONS Search,2006,2009,senior software engineer
1198,"MINFY TECHNOLOGIES PRIVATE LIMITED,",2003,2005,lehrer
1199,Channelplay Ltd,2001,2003,team lead
1200,Travel Unravel,2004,2009,teaching
1201,Arisen Technologies,2003,2006,contract specialist
1202,The Global Associates,2001,2005,impiegato d'ufficio
1203,C&K Management Ltd,2002,2007,front desk associate
1204,Velocity Software Solutions Pvt. Ltd.,2007,2010,teacher's assistant
1205,Kanban Infosystem Pvt. Ltd.,2001,2003,welding inspector
1206,APPSTUDIOZ TECHNOLOGIES PRIVATE LIMITED,2001,2005,administrateur
1207,VSM software pvt ltd,2001,2003,lektor
1208,Bookmyshow,2003,2005,medic
1209,Priya International Ltd,2007,2012,manager of operations
1210,InfocusRx Marketing and Communication Pvt. Ltd,2015,2017,srexecutive
1211,Manzil Placement,2004,2009,chefe
1212,SmartOwner Services India Pvt Ltd,2000,2001,engineering specialist
1213,Future Focus Infotech Pvt. Ltd.,2002,2003,product manager
1214,Veenu Group,2000,2004,realtor
1215,Tritium,2001,2010,client service manager
1216,RMS Risk Mangement Solutions India Pvt Ltd,2008,2010,senior specialist
1217,Gajdeva Technologies Pvt. Ltd.,2002,2007,marketing head
1218,CSC India Pvt Ltd.,2004,2007,gerente de sucursal
1219,GrowthBox Technologies Pvt Ltd,2001,2004,sabbatical
1220,Updater Services Pvt Ltd,2003,2006,business assistant
1221,Glowfin India Solutions,2004,2009,human resources advisor
1222,STRYKER CORPORATION,2001,2006,research student
1223,Coromandel Agrico Pvt Ltd,2000,2005,camarera
1224,Valuewing Consultancy Services (P) Ltd,2003,2005,customer relations
1225,ONS Search ,2005,2010,internal sales
1226,Manjushree Technopack Limited,2002,2007,responsable d'agence
1227,Hughes Systique Private Limited,2003,2008,hr associate
1228,Prabas Vcare Health Clinic Pvt limited,2001,2003,commessa
1229,Redcastle,2003,2008,home mortgage consultant
1230,NESTOR SOURCING INC,2002,2010,certified financial planner
1231,Lordi Systems Staffing Solutions Pvt. Ltd,2005,2010,speech language pathologist
1232,Smile Security and Surveillance Pvt Ltd,2005,2007,gestora
1233,Flyin.com,2006,2011,bar tender
1234,RPGIS Pvt. Ltd. ,2004,2006,claims assistant
1235,LIME LITE FILMS PVT. LTD,2000,2004,client executive
1236,Vedam Infotech Private Limited.,2006,2010,pro bono
1237,Finese PR,2007,2010,consultor comercial
1238,Vibrant Solutions,2001,2004,independent beauty consultant
1239,Sodexo Food Solutions India Pvt. Ltd.ces,2001,2004,sócia proprietária
1240,ArtiVatic,2002,2005,retail sales assistant
1241,IMAGE DEVICES (I) PVT.LTD,2003,2008,betriebsleiter
1242,Kredence Enterprises Pvt. Ltd,2010,2015,project trainee
1243,Weddingz.in,2002,2007,business system analyst
1244,GEEBEE EDUCATION PVT. LTD,2003,2008,production
1245,Satra Properties (India) Ltd,2006,2011,flight instructor
1246,Abanel Management Consulting Pvt Ltd,2004,2009,inside sales executive
1247,Design Art,2003,2008,gerente de loja
1248,RACHANA CHEMICALS PVT LTD,2003,2005,business relationship manager
1249,Kutung Design Labs Private Limited,2015,2020,mri technologist
1250,Web Promos India.,2003,2005,founder president
1251,Salient HR Management Pvt. Ltd.,2000,2004,kontorassistent
1252,Continental Hospitals Private Limited,2008,2013,communications consultant
1253,Country Inn Hotels & Resorts,2004,2008,undergraduate research assistant
1254,Ajax Fiori Engineering pvt ltd,2005,2006,patrol officer
1255,Ingram Micro (I) Pvt Ltd,2003,2008,export sales manager
1256,iHackers,2002,2005,product owner
1257,Eucare Pharmaceuticals Pvt Ltd,2004,2008,unit secretary
1258,Vridhi Softech Services Pvt. Ltd.,2001,2005,clinical director
1259,MeraEvents,2000,2002,analista comercial
1260,GoCheck - Startup,2002,2005,nutritionist
1261,BackOffice Associates Asia Pte Ltd.,2002,2004,sous chef
1262,Processware Systems,2002,2004,career counselor
1263,SNL Infotech Pvt. Ltd,2000,2003,butikkmedarbeider
1264,Flying Cursor Interactive,2010,2014,solutions architect
1265,TGS Websoft Pvt. Ltd,2003,2005,undergraduate teaching assistant
1266,VIOLET3D,2002,2006,journeyman electrician
1267,GroupM Media India Private Ltd.,2000,2005,dean
1268,Fast Forward Logistics India Pvt.Ltd,2003,2005,office clerk
1269,IdeaSpring Technologies,2012,2014,research and development intern
1270,TeacherNi.com,2000,2002,adviser
1271,91trips,2005,2008,correctional officer
1272,ICRI Research,2007,2010,program specialist
1273,Reliance Animation,2000,2001,special agent
1274,Dalason Software Solutions Pvt. Ltd.,2005,2008,sap business
1275,Ameriprise India Pvt. Ltd,2002,2006,operador
1276,Galax E.Solutions India Private Limited,2002,2007,long term substitute teacher
1277,Garment Export House,2002,2005,assistant branch manager
1278,Footprints Collateral Services Pvt. Ltd.,2003,2008,receptioniste
1279,Wondersoft Pte Ltd,2001,2003,member of the board of directors
1280,Candid Marketing Pvt. Ltd.,2005,2007,technical support engineer
1281,I. V. COMMUNICATIONS LTD.,2000,2005,web manager
1282,GreeneStep Technologies Pvt Ltd,2001,2006,service delivery manager
1283,YORKE COMMUNICATIONS PRIVATE LIMITED,2001,2003,assistent accountant
1284,Walmart Global Technology Services,2001,2004,maintenance tech
1285,KBS consultants,2001,2005,coordinator
1286,Sun TV Network Ltd (Sun Media),2001,2006,colaboradora
1287,Brij Gopal Construction Co. Pvt. Ltd.,2000,2005,sale associate
1288,Premium,2002,2005,supervisor de vendas
1289,Aecom Pvt Ltd,2003,2005,business intelligence developer
1290,Nourishco,2002,2006,senior customer service representative
1291,Corporate Connections,2009,2014,front of house
1292,Leonia Holistic Destination,2000,2005,praktikum
1293,Tricon Infotech,2008,2012,senior application engineer
1294,Spectrum Techno Consultants Pvt. Ltd,2003,2008,administrativo contable
1295,AqibsoftechIndia,2007,2010,operations specialist
1296,Cochlear Limited,2010,2015,psychiatrist
1297,rdpromos.com,2002,2007,director técnico
1298,Go Go international,2003,2006,recruitment officer
1299,Alankit Assignments Limited,2002,2003,tirocinante
1300,Career Shapers HR Consulting Pvt Ltd,2002,2004,production supervisor
1301,Hansa Customer Equity Pvt. Ltd,2003,2005,crane operator
1302,A Konnect,2001,2005,sale manager
1303,Impeccable HR Consulting Pvt ltd,2005,2010,jefe de operaciones
1304,HealthSetGo,2003,2006,sr account manager
1305,KORES (INDIA) LTD.,2001,2002,auxiliar
1306,Gokaldas Images Pvt Ltd,2000,2003,area business manager
1307,LoudShout,2004,2008,odontologa
1308,Sandeep Enterprises,2002,2007,corporate communications
1309,SERIAL MICROELECTRONICS PTE LTD,2005,2010,temp
1310,Zepper Consultancy,2002,2005,field coach
1311,Focus Softnet Pvt. Ltd.,2002,2005,director of marketing and communications
1312,"Advanced Micro Devices, Inc.",2003,2008,siniestros
1313,VIVO Healthcare,2002,2007,writing tutor
1314,Escon Elevators Pvt. Ltd.,2003,2008,investment advisor
1315,Vrinda Consulting,2006,2008,vendeuse
1316,Career Stroke,2003,2008,teleoperador
1317,Zion Computers Pvt Ltd.,2007,2012,saler
1318,HERITAGE FOODS LIMITED,2001,2006,radio presenter
1319,industrybuying.com,2005,2006,senior credit analyst
1320,Aditya Birla World Academy,2004,2006,assistent
1321,Turbizo - Startup,2001,2002,direct support professional
1322,Resource Weaver HR Consulting Pvt. Ltd.,2001,2005,asst prof
1323,CEREBRUS HR SOLUTIONS PRIVATE LIMITED,2015,2020,vendedora
1324,quota 4 company,2010,2015,chargée de clientèle
1325,Jet Airways (India) Ltd,2000,2005,senior development engineer
1326,ALLIED DIGITAL SERVICES LTD.,2006,2010,junior manager
1327,ADLABS ENTERTAINMENT LTD,2000,2005,senior attorney
1328,Analogics Tech India Ltd,2006,2011,sommelier
1329,Omnie Solutions (I) Pvt. Ltd,2003,2006,pædagog
1330,Spini,2003,2008,sales man
1331,Burgeon It Services Pvt Ltd,2007,2008,médico
1332,Brain Technosys Pvt. Ltd,2015,2020,operador de telemarketing
1333,Career Define,2004,2009,product executive
1334,Enlivening Technologies Pvt Ltd,2002,2005,asistente de investigación
1335,Suntek Corp Solutions Pvt. Ltd,2002,2007,praktykant
1336,American Reprographics Company,2002,2003,lead sales associate
1337,Digitals India Security Products Pvt. Ltd.,2005,2010,comerciante
1338,CLARISITY,2003,2008,courtesy clerk
1339,symptum,2009,2014,education coordinator
1340,Runwal Developers Pvt Ltd,2004,2008,account administrator
1341,LeadSquared Inc.,2001,2003,managing member
1342,Search Light,2004,2007,exchange student
1343,IQURA TECHNOLOGIES PVT. LTD.,2002,2004,board of governors member
1344,GLEUCK LLP,2003,2007,ejecutivo
1345,iXceed infosolutions,2003,2006,waiter
1346,ANZU TECHNOLOGIES PRIVATE LIMITED,2005,2007,hr consultant
1347,Aon Hewitt,2001,2006,oracle developer
1348,iWave Systems Technologies Pvt. Ltd.,2010,2015,certified personal trainer
1349,Kaay Labs,2000,2001,obrero
1350,BRANDMOVERS,2002,2003,customer service professional
1351,ApartmentADDA,2001,2003,junior architect
1352,Analyst Law Associates,2002,2006,benefits analyst
1353,VE Commercial Vehicles Limited,2003,2006,hair stylist
1354,Lucid Medical Diagnostics Pvt. Ltd.,2010,2015,sr systems engineer
1355,Mevada Engineering Works Pvt. Ltd.,2005,2008,adminstrative assistant
1356,Vega Cargo & Logistics Pvt Ltd,2005,2010,insurance
1357,Eyota Engineering Private Limited,2002,2005,dirigente medico
1358,AR Wonders Technologies Pvt. Ltd.,2002,2005,support manager
1359,websol software pvt ltd,2002,2007,management accountant
1360,TEACHERNI,2003,2008,human resources assistant
1361,VSPLASH TECHLABS Pvt.Ltd,2002,2007,it officer
1362,EntroPik,2002,2007,information technology
1363,PACE Global HR Consulting Services.,2000,2005,proofreader
1364,Executive Placement,2002,2004,leerkracht
1365,DiagnoSearch Life Sciences Pvt Ltd,2002,2007,memur
1366,Single Point HR Solutions India Pvt Ltd,2002,2004,distribution manager
1367,Motivity Labs,2004,2008,director general
1368,Shraddha Corporate Service,2002,2007,jornalista
1369,Itech Solutions,2002,2007,desktop engineer
1370,Samridhi Placements,2004,2009,communications
1371,Samyutam Software Solutions Pvt Ltd,2004,2009,finance specialist
1372,Mafiree,2001,2006,enterprise account manager
1373,MYICONICHOME.COM,2010,2012,purchasing coordinator
1374,Psiog Data Science,2006,2011,administratief medewerker
1375,"KAILASH HOSPITAL, GREATER NOIDA",2003,2008,private investigator
1376,Alacer Consulting Services Pvt Ltd,2013,2019,lecturer
1377,Job sigma,2005,2008,business manager
1378,Conjugate,2001,2004,sr program manager
1379,Prime KI Software Solutions Pvt Ltd.,2007,2010,human resources officer
1380,Sanders Youth,2000,2002,secretária
1381,AnaTechno,2010,2012,visiting lecturer
1382,Mediology Software Pvt. Ltd,2008,2013,professional sales representative
1383,IndiaWorld Technologies Pvt. Ltd.,2002,2007,deputy project manager
1384,Wooqer,2004,2008,resident director
1385,INTELLISYS GLOBAL,2004,2008,team manager
1386,XAMCHECK - Startup,2002,2005,senior project manager
1387,Environnement S.A India Pvt. Ltd.,2020,2030,peon
1388,Medhaj Techno Concepts Pvt Ltd,2001,2006,farmacêutico
1389,Acentering HR,2008,2010,cost controller
1390,Unicorn Denmart,2010,2020,telephone interviewer
1391,Adventures International Pvt Ltd,2000,2003,representante legal
1392,QUANTUM ASSET MANAGEMENT COMPANY PRIVATE LIMITED.,2003,2006,mede-eigenaar
1393,OPPO Mobiles India Pvt. Ltd,2001,2003,patient service representative
1394,Accord Software & Systems Pvt Ltd,2001,2004,plant manager
1395,Forret India Private Limited,2002,2007,process executive
1396,Sun Technologies,2002,2006,atendente
1397,BrandMania Communications Pvt.Ltd.,2005,2008,inside sales account manager
1398,Eureka Outsourcing Solutions Pvt Ltd.,2001,2004,company owner
1399,Indiacore,2002,2007,accounts administrator
1400,Avis E-Solutions P Ltd.,2003,2007,phd candidate
1401,HoneyEaters,2001,2006,director of research
1402,ALTEN Calsoft Labs.,2006,2010,programme manager
1403,Acmatix Solutions Pvt Ltd.,2003,2005,insurance producer
1404,HOD Consulting,2004,2007,teacher aide
1405,Client Of Sumedha Consultancy Services Pvt Ltd.,2001,2006,storeman
1406,Pyramid Technology Solutions Inc,2005,2010,front desk assistant
1407,Parle Bisleri Pvt Ltd,2002,2004,student representative
1408,Brandscapes Consultancy Private Limited,2000,2001,food service manager
1409,Meltdata Business Solutions,2000,2005,business account manager
1410,Go Consulting,2000,2004,liasion
1411,united capital club,2003,2008,technical leader
1412,Mittal Processors Private Limited,2005,2008,working student
1413,NIMT,2007,2010,empresaria
1414,Cube Placement Services,2003,2008,sales & marketing
1415,NovelVista Learning Solutions,2005,2010,senior staff engineer
1416,MyResearch Labs LLP,2005,2010,summer student
1417,Ramky Enviro Engineers Ltd,2003,2007,owner and operator
1418,Unicita Consulting Pvt. Ltd.,2005,2008,security specialist
1419,Newstar Leisure Concept,2001,2005,unit manager
1420,TechStreet Solutions Pvt. Ltd.,2002,2005,sales manager
1421,Computer Infotech Pvt. Ltd,2001,2004,senior research scientist
1422,Trawex Technologies,2002,2005,missionary
1423,Vasantha Tool Crafts Pvt. Ltd.,2008,2013,mortgage consultant
1424,Â Virtuoso Consulting Services,2005,2010,sgt
1425,Menschen Consulting Pvt Ltd,2001,2003,fellow
1426,ScaleArc,2003,2004,assessor
1427,Apex Services,2002,2005,electronics technician
1428,Hashtag Talent,2004,2008,associate scientist
1429,Devatech Engineers Pvt Ltd,2004,2007,chief technical officer
1430,Zeus Marcom Services,2005,2007,sales manger
1431,Ray Business Technologies Pvt. Ltd,2007,2010,inspetor de qualidade
1432,Content Remarketing,2000,2004,corps member
1433,Datacloud Systems,2003,2007,freelance editor
1434,GrapeSoft,2004,2009,caterer
1435,Roop Telsonic Ultrasonix Limited,2002,2005,secretaire
1436,"A Group Of Companies in Export & Imports of Home Furnishing, Accessories.",2004,2005,counseling intern
1437,New Meena Bazar International Pvt. Ltd.,2003,2008,computer teacher
1438,Boston Software Consultants India Pvt. Ltd.,2003,2008,cabeleireira
1439,Dream India Legacy Developers Pvt. Ltd.,2006,2011,senior economist
1440,Clicktable Technologies LLP,2007,2010,junior officer
1441,Leading Health care Service Provider,2000,2001,senior software test engineer
1442,"Sankara Eye Hospital,",2000,2003,director of human resources
1443,MAHINDRA HOLIDAYS AND RESORTS INDIA LIMITED,2003,2005,professora de inglês
1444,Assist,2003,2008,assistente fiscal
1445,Lucid Medical Diagnostics Pvt. Ltd,2000,2003,service technician
1446,CREDENCE HR SERVICES PVT LTD,2001,2005,technical account manager
1447,Fulcrum Logic (I) Pvt. Ltd,2007,2012,research director
1448,Jugalbandi Studio,2001,2006,seaman
1449,Bright Lifecare Pvt. Ltd.,2010,2020,applications developer
1450,Makuta VFX,2006,2011,customer service officer
1451,SFC Environmental Technologies Pvt.Ltd,2004,2009,senior staff accountant
1452,WITS Interactive,2003,2008,chef
1453,soundrise Hearing Solutions Pvt. Ltd.,2002,2007,registered respiratory therapist
1454,Mirus Solutions,2002,2007,project management intern
1455,Jobs For You Consulting Pvt. Ltd.,2001,2005,accounting associate
1456,D . S . Corporation,2002,2007,project coordinator
1457,Bharat Serums and Vaccines Limited,2000,2002,server/ bartender
1458,Populus Global,2001,2006,stock controller
1459,Lotus Children?s Hospital,2005,2008,vice president human resources
1460,Blisstering Solutions,2001,2004,recepcionista
1461,Confident Group,2002,2005,senior web developer
1462,MTree Software Private Limited,2001,2003,major account manager
1463,Quallent Technologies Pvt Ltd,2005,2010,r&d engineer
1464,Astral Management Consulting Private Limited,2002,2007,warehouse supervisor
1465,MELTRONICS SYSTEMTECH,2004,2009,president chief executive officer
1466,FLORET Media,2010,2015,hospitality
1467,Breakthrough Tv,2002,2005,basketball coach
1468,Cyberframe Infotech Pvt. Ltd.,2001,2003,beauty advisor
1469,PYC Consultants,2001,2002,contract analyst
1470,EBCO PRIVATE LIMITED,2003,2006,freelance writer
1471,Niswey,2004,2008,vendas
1472,Big Leap HR Consultants LLP,2003,2005,technical specialist
1473,Thales International India Pvt Ltd,2005,2010,data analyst
1474,Lookup,2002,2007,medico veterinario
1475,corpus software pvt ltd,2004,2006,program associate
1476,Hexdof Engineering Services Pvt Ltd,2002,2005,estudiante
1477,Excellence Reruitment Solution,2007,2012,assistant finance manager
1478,Superior Talent India,2002,2005,automation engineer
1479,Smartservices,2006,2008,freelance designer
1480,GEEBEE Education Pvt. Ltd.,2006,2008,videographer
1481,Franklin Templeton International,2002,2007,customer care
1482,InterProducTec GmbH,2001,2006,it analyst
