company_id,company_name,location,department,about_us,rating,awards,contact,email,website
3215,INTELLICON,nan,IT-Software / Software Services,we are INTELLICON,3,Best Company in field of IT-Software / Software Services,4110168091,INTELLICON.gmail.com,INTELLICON.com
3216,Geeklabs Software Private Limited,nan,IT-Software / Software Services,we are Geeklabs Software Private Limited,1,Best Company in field of IT-Software / Software Services,2592038416,GeeklabsSoftwarePrivateLimited.gmail.com,GeeklabsSoftwarePrivateLimited.com
3217,The Greater Bombay Co-operative Bank Ltd,nan,Banking / Financial Services / Broking,we are The Greater Bombay Co-operative Bank Ltd,3,Best Company in field of Banking / Financial Services / Broking,8984760034,TheGreaterBombayCo-operativeBankLtd.gmail.com,TheGreaterBombayCo-operativeBankLtd.com
3218,Northern Offshore Drilling Pte. Ltd.,nan,IT-Software / Software Services,we are Northern Offshore Drilling Pte. Ltd.,1,Best Company in field of IT-Software / Software Services,8818774655,NorthernOffshoreDrillingPte.Ltd..gmail.com,NorthernOffshoreDrillingPte.Ltd..com
3219,Quintiles,nan,Medical / Healthcare / Hospitals,we are Quintiles,4,Best Company in field of Medical / Healthcare / Hospitals,6221892291,Quintiles.gmail.com,Quintiles.com
3220,Manomayy Technologies Pvt. Ltd.,nan,IT-Software / Software Services,we are Manomayy Technologies Pvt. Ltd.,5,Best Company in field of IT-Software / Software Services,4505086956,ManomayyTechnologiesPvt.Ltd..gmail.com,ManomayyTechnologiesPvt.Ltd..com
3221,Zeus Systems Private Limited,nan,IT-Software / Software Services,we are Zeus Systems Private Limited,5,Best Company in field of IT-Software / Software Services,2571412241,ZeusSystemsPrivateLimited.gmail.com,ZeusSystemsPrivateLimited.com
3222,Saifee hospita;,nan,Medical / Healthcare / Hospitals,we are Saifee hospita;,2,Best Company in field of Medical / Healthcare / Hospitals,7142803943,Saifeehospita;.gmail.com,Saifeehospita;.com
3223,Tripnary,nan,IT-Software / Software Services,we are Tripnary,3,Best Company in field of IT-Software / Software Services,6322859948,Tripnary.gmail.com,Tripnary.com
3224,"FCI CCM, Inc.",nan,Banking / Financial Services / Broking,"we are FCI CCM, Inc.",1,Best Company in field of Banking / Financial Services / Broking,3742651546,"FCICCM,Inc..gmail.com","FCICCM,Inc..com"
3225,BDH Industries Ltd.,nan,Pharma / Biotech / Clinical Research,we are BDH Industries Ltd.,3,Best Company in field of Pharma / Biotech / Clinical Research,2841080163,BDHIndustriesLtd..gmail.com,BDHIndustriesLtd..com
3226,Prism Manpower Services,nan,Recruitment / Staffing,we are Prism Manpower Services,2,Best Company in field of Recruitment / Staffing,9885057110,PrismManpowerServices.gmail.com,PrismManpowerServices.com
3227,Rajiv Plastic Industries,nan,Chemicals / PetroChemical / Plastic / Rubber,we are Rajiv Plastic Industries,1,Best Company in field of Chemicals / PetroChemical / Plastic / Rubber,5946758683,RajivPlasticIndustries.gmail.com,RajivPlasticIndustries.com
3228,Leinex Consultancy.,nan,IT-Software / Software Services,we are Leinex Consultancy.,2,Best Company in field of IT-Software / Software Services,6549788909,LeinexConsultancy..gmail.com,LeinexConsultancy..com
3229,RK Web Solutions,nan,IT-Software / Software Services,we are RK Web Solutions,3,Best Company in field of IT-Software / Software Services,7860922375,RKWebSolutions.gmail.com,RKWebSolutions.com
3230,PAN India Recruiters,nan,Recruitment / Staffing,we are PAN India Recruiters,5,Best Company in field of Recruitment / Staffing,1157116569,PANIndiaRecruiters.gmail.com,PANIndiaRecruiters.com
3231,Khosla Ventures,nan,Banking / Financial Services / Broking,we are Khosla Ventures,4,Best Company in field of Banking / Financial Services / Broking,5286108466,KhoslaVentures.gmail.com,KhoslaVentures.com
3232,Sensibol Audio Technologies.,nan,IT-Software / Software Services,we are Sensibol Audio Technologies.,3,Best Company in field of IT-Software / Software Services,1379776873,SensibolAudioTechnologies..gmail.com,SensibolAudioTechnologies..com
3233,KRISH TECHNOLABS PVT. LTD.,nan,IT-Software / Software Services,we are KRISH TECHNOLABS PVT. LTD.,5,Best Company in field of IT-Software / Software Services,9158849677,KRISHTECHNOLABSPVT.LTD..gmail.com,KRISHTECHNOLABSPVT.LTD..com
3234,Enable IT Solutions Pvt. Ltd.,nan,IT-Software / Software Services,we are Enable IT Solutions Pvt. Ltd.,1,Best Company in field of IT-Software / Software Services,3529176147,EnableITSolutionsPvt.Ltd..gmail.com,EnableITSolutionsPvt.Ltd..com
3235,Powersoft IT Private Limited,nan,IT-Software / Software Services,we are Powersoft IT Private Limited,4,Best Company in field of IT-Software / Software Services,1724258979,PowersoftITPrivateLimited.gmail.com,PowersoftITPrivateLimited.com
3236,Jobs For You Consulting Pvt. Ltd.,nan,IT-Software / Software Services,we are Jobs For You Consulting Pvt. Ltd.,5,Best Company in field of IT-Software / Software Services,9323768740,JobsForYouConsultingPvt.Ltd..gmail.com,JobsForYouConsultingPvt.Ltd..com
3237,Aristo Realty Developers Limited,nan,Real Estate / Property,we are Aristo Realty Developers Limited,5,Best Company in field of Real Estate / Property,3339181702,AristoRealtyDevelopersLimited.gmail.com,AristoRealtyDevelopersLimited.com
3238,DAMIAN CORPORATE PRIVATE LIMITED,nan,Construction / Engineering / Cement / Metals,we are DAMIAN CORPORATE PRIVATE LIMITED,5,Best Company in field of Construction / Engineering / Cement / Metals,5088145668,DAMIANCORPORATEPRIVATELIMITED.gmail.com,DAMIANCORPORATEPRIVATELIMITED.com
3239,DiagnoSearch Life Sciences Pvt Ltd,nan,KPO / Research / Analytics,we are DiagnoSearch Life Sciences Pvt Ltd,1,Best Company in field of KPO / Research / Analytics,5171740131,DiagnoSearchLifeSciencesPvtLtd.gmail.com,DiagnoSearchLifeSciencesPvtLtd.com
3240,Seven Consultancy,nan,IT-Software / Software Services,we are Seven Consultancy,1,Best Company in field of IT-Software / Software Services,3307494825,SevenConsultancy.gmail.com,SevenConsultancy.com
3241,client of rivieraconsultants,nan,Recruitment / Staffing,we are client of rivieraconsultants,4,Best Company in field of Recruitment / Staffing,1968453007,clientofrivieraconsultants.gmail.com,clientofrivieraconsultants.com
3242,Zaak e-Ventures Private Limited.,nan,IT-Software / Software Services,we are Zaak e-Ventures Private Limited.,3,Best Company in field of IT-Software / Software Services,6644737678,Zaake-VenturesPrivateLimited..gmail.com,Zaake-VenturesPrivateLimited..com
3243,VisionTree Ventures,nan,IT-Software / Software Services,we are VisionTree Ventures,1,Best Company in field of IT-Software / Software Services,1978716138,VisionTreeVentures.gmail.com,VisionTreeVentures.com
3244,Transleap HR Services,nan,Banking / Financial Services / Broking,we are Transleap HR Services,2,Best Company in field of Banking / Financial Services / Broking,4005042984,TransleapHRServices.gmail.com,TransleapHRServices.com
3245,RELICMAIL,nan,IT-Software / Software Services,we are RELICMAIL,4,Best Company in field of IT-Software / Software Services,6962702797,RELICMAIL.gmail.com,RELICMAIL.com
3246,Peerless Funds Management Co Limited,nan,Banking / Financial Services / Broking,we are Peerless Funds Management Co Limited,2,Best Company in field of Banking / Financial Services / Broking,3755599146,PeerlessFundsManagementCoLimited.gmail.com,PeerlessFundsManagementCoLimited.com
3247,Central Depository Services (India) Ltd.,nan,IT-Software / Software Services,we are Central Depository Services (India) Ltd.,3,Best Company in field of IT-Software / Software Services,3766588926,CentralDepositoryServices(India)Ltd..gmail.com,CentralDepositoryServices(India)Ltd..com
3248,Jupiter Lifeline Hospitals Ltd,nan,Pharma / Biotech / Clinical Research,we are Jupiter Lifeline Hospitals Ltd,5,Best Company in field of Pharma / Biotech / Clinical Research,5952496780,JupiterLifelineHospitalsLtd.gmail.com,JupiterLifelineHospitalsLtd.com
3249,Fairdeal Realtors Pvt. Ltd,nan,Real Estate / Property,we are Fairdeal Realtors Pvt. Ltd,4,Best Company in field of Real Estate / Property,7709873247,FairdealRealtorsPvt.Ltd.gmail.com,FairdealRealtorsPvt.Ltd.com
3250,acreaty,nan,Strategy / Management Consulting Firms,we are acreaty,3,Best Company in field of Strategy / Management Consulting Firms,2160674413,acreaty.gmail.com,acreaty.com
3251,ideaTree,nan,IT-Software / Software Services,we are ideaTree,5,Best Company in field of IT-Software / Software Services,1456161879,ideaTree.gmail.com,ideaTree.com
3252,Bookmyshow,nan,IT-Software / Software Services,we are Bookmyshow,4,Best Company in field of IT-Software / Software Services,8978855978,Bookmyshow.gmail.com,Bookmyshow.com
3253,FlySquare Solution,nan,Pharma / Biotech / Clinical Research,we are FlySquare Solution,2,Best Company in field of Pharma / Biotech / Clinical Research,6029863218,FlySquareSolution.gmail.com,FlySquareSolution.com
3254,Blue Lotus Communications Pvt Ltd,nan,Telecom/ISP,we are Blue Lotus Communications Pvt Ltd,3,Best Company in field of Telecom/ISP,1737055470,BlueLotusCommunicationsPvtLtd.gmail.com,BlueLotusCommunicationsPvtLtd.com
3255,Professionals Recruiting Consultancy(PRC),nan,IT-Software / Software Services,we are Professionals Recruiting Consultancy(PRC),1,Best Company in field of IT-Software / Software Services,1674309411,ProfessionalsRecruitingConsultancy(PRC).gmail.com,ProfessionalsRecruitingConsultancy(PRC).com
3256,Devatech Engineers Private Limited,nan,Industrial Products / Heavy Machinery,we are Devatech Engineers Private Limited,3,Best Company in field of Industrial Products / Heavy Machinery,1592418625,DevatechEngineersPrivateLimited.gmail.com,DevatechEngineersPrivateLimited.com
3257,Dreamzchaser,nan,Banking / Financial Services / Broking,we are Dreamzchaser,1,Best Company in field of Banking / Financial Services / Broking,3809961398,Dreamzchaser.gmail.com,Dreamzchaser.com
3258,Cerebra Integrated Technologies Limited,nan,IT-Software / Software Services,we are Cerebra Integrated Technologies Limited,2,Best Company in field of IT-Software / Software Services,3470673719,CerebraIntegratedTechnologiesLimited.gmail.com,CerebraIntegratedTechnologiesLimited.com
3259,Paarami Digital Consulting,nan,IT-Software / Software Services,we are Paarami Digital Consulting,2,Best Company in field of IT-Software / Software Services,9161481419,PaaramiDigitalConsulting.gmail.com,PaaramiDigitalConsulting.com
3260,Agile Security Force Systems Pvt Ltd,nan,Security / Law Enforcement,we are Agile Security Force Systems Pvt Ltd,5,Best Company in field of Security / Law Enforcement,9913169820,AgileSecurityForceSystemsPvtLtd.gmail.com,AgileSecurityForceSystemsPvtLtd.com
3261,2Soft Solutions,nan,IT-Software / Software Services,we are 2Soft Solutions,3,Best Company in field of IT-Software / Software Services,3420406572,2SoftSolutions.gmail.com,2SoftSolutions.com
3262,Aplica Technologies (India) Private Limited,nan,IT-Software / Software Services,we are Aplica Technologies (India) Private Limited,3,Best Company in field of IT-Software / Software Services,2752835046,AplicaTechnologies(India)PrivateLimited.gmail.com,AplicaTechnologies(India)PrivateLimited.com
3263,Inconnectiva Conferences & Trainings,nan,IT-Software / Software Services,we are Inconnectiva Conferences & Trainings,4,Best Company in field of IT-Software / Software Services,5298881953,InconnectivaConferences&Trainings.gmail.com,InconnectivaConferences&Trainings.com
3264,C&K Management Ltd,nan,IT-Software / Software Services,we are C&K Management Ltd,4,Best Company in field of IT-Software / Software Services,5495897479,C&KManagementLtd.gmail.com,C&KManagementLtd.com
3265,Roop Telsonic Ultrasonix Limited,nan,Industrial Products / Heavy Machinery,we are Roop Telsonic Ultrasonix Limited,1,Best Company in field of Industrial Products / Heavy Machinery,8266409291,RoopTelsonicUltrasonixLimited.gmail.com,RoopTelsonicUltrasonixLimited.com
3266,EMEASUREMATICS,nan,IT-Software / Software Services,we are EMEASUREMATICS,2,Best Company in field of IT-Software / Software Services,7669156798,EMEASUREMATICS.gmail.com,EMEASUREMATICS.com
3267,Sindhu Cargo Services Ltd,nan,Courier / Transportation / Freight / Warehousing,we are Sindhu Cargo Services Ltd,4,Best Company in field of Courier / Transportation / Freight / Warehousing,1453224881,SindhuCargoServicesLtd.gmail.com,SindhuCargoServicesLtd.com
3268,Omidyar Network India Advisors Private Limited,nan,IT-Software / Software Services,we are Omidyar Network India Advisors Private Limited,1,Best Company in field of IT-Software / Software Services,2938297673,OmidyarNetworkIndiaAdvisorsPrivateLimited.gmail.com,OmidyarNetworkIndiaAdvisorsPrivateLimited.com
3269,Megaware,nan,IT-Software / Software Services,we are Megaware,3,Best Company in field of IT-Software / Software Services,6390233588,Megaware.gmail.com,Megaware.com
3270,Dynacons Systems & Solutions Ltd.,nan,IT-Software / Software Services,we are Dynacons Systems & Solutions Ltd.,4,Best Company in field of IT-Software / Software Services,4709355427,DynaconsSystems&SolutionsLtd..gmail.com,DynaconsSystems&SolutionsLtd..com
3271,Purplle.com,nan,IT-Software / Software Services,we are Purplle.com,4,Best Company in field of IT-Software / Software Services,6973739353,Purplle.com.gmail.com,Purplle.com.com
3272,FocusmindsTech,nan,BPO / Call Centre / ITES,we are FocusmindsTech,2,Best Company in field of BPO / Call Centre / ITES,4388125494,FocusmindsTech.gmail.com,FocusmindsTech.com
3273,NDTV Convergence Ltd,nan,Media / Entertainment / Internet,we are NDTV Convergence Ltd,1,Best Company in field of Media / Entertainment / Internet,7502627288,NDTVConvergenceLtd.gmail.com,NDTVConvergenceLtd.com
3274,Charnock Equipments Pvt. Ltd.,nan,Industrial Products / Heavy Machinery,we are Charnock Equipments Pvt. Ltd.,2,Best Company in field of Industrial Products / Heavy Machinery,4039961547,CharnockEquipmentsPvt.Ltd..gmail.com,CharnockEquipmentsPvt.Ltd..com
3275,Mott Mac Donald,nan,Construction / Engineering / Cement / Metals,we are Mott Mac Donald,3,Best Company in field of Construction / Engineering / Cement / Metals,1895272306,MottMacDonald.gmail.com,MottMacDonald.com
3276,CLARISITY,nan,IT-Software / Software Services,we are CLARISITY,2,Best Company in field of IT-Software / Software Services,9081997668,CLARISITY.gmail.com,CLARISITY.com
3277,athiyatech,nan,IT-Software / Software Services,we are athiyatech,5,Best Company in field of IT-Software / Software Services,7548150146,athiyatech.gmail.com,athiyatech.com
3278,Waytogo Consultants Pvt Ltd,nan,Banking / Financial Services / Broking,we are Waytogo Consultants Pvt Ltd,3,Best Company in field of Banking / Financial Services / Broking,8646933486,WaytogoConsultantsPvtLtd.gmail.com,WaytogoConsultantsPvtLtd.com
3279,Swan Solutions & Services Pvt. Ltd.,nan,IT-Software / Software Services,we are Swan Solutions & Services Pvt. Ltd.,1,Best Company in field of IT-Software / Software Services,6077030877,SwanSolutions&ServicesPvt.Ltd..gmail.com,SwanSolutions&ServicesPvt.Ltd..com
3280,TickerPlant Limited.,nan,Banking / Financial Services / Broking,we are TickerPlant Limited.,2,Best Company in field of Banking / Financial Services / Broking,8283657644,TickerPlantLimited..gmail.com,TickerPlantLimited..com
3281,Swan Solutions & Services Pvt. Ltd,nan,IT-Software / Software Services,we are Swan Solutions & Services Pvt. Ltd,1,Best Company in field of IT-Software / Software Services,2456300664,SwanSolutions&ServicesPvt.Ltd.gmail.com,SwanSolutions&ServicesPvt.Ltd.com
3282,client of Disha Consultant,nan,Strategy / Management Consulting Firms,we are client of Disha Consultant,2,Best Company in field of Strategy / Management Consulting Firms,1918565632,clientofDishaConsultant.gmail.com,clientofDishaConsultant.com
3283,Barclays Shared Services Pvt. Ltd,nan,Banking / Financial Services / Broking,we are Barclays Shared Services Pvt. Ltd,4,Best Company in field of Banking / Financial Services / Broking,6768279283,BarclaysSharedServicesPvt.Ltd.gmail.com,BarclaysSharedServicesPvt.Ltd.com
3284,Baggit India Pvt Ltd,nan,Retail / Wholesale,we are Baggit India Pvt Ltd,1,Best Company in field of Retail / Wholesale,3748510890,BaggitIndiaPvtLtd.gmail.com,BaggitIndiaPvtLtd.com
3285,SuperCFO,nan,Strategy / Management Consulting Firms,we are SuperCFO,3,Best Company in field of Strategy / Management Consulting Firms,4382424347,SuperCFO.gmail.com,SuperCFO.com
3286,Nilee Games,nan,Animation / Gaming,we are Nilee Games,1,Best Company in field of Animation / Gaming,6886515334,NileeGames.gmail.com,NileeGames.com
3287,Cyberindigo Net Private Limited.,nan,IT-Software / Software Services,we are Cyberindigo Net Private Limited.,1,Best Company in field of IT-Software / Software Services,5767989299,CyberindigoNetPrivateLimited..gmail.com,CyberindigoNetPrivateLimited..com
3288,Insignia Communications Pvt. Ltd,nan,Advertising / PR / MR / Event Management,we are Insignia Communications Pvt. Ltd,1,Best Company in field of Advertising / PR / MR / Event Management,9292530897,InsigniaCommunicationsPvt.Ltd.gmail.com,InsigniaCommunicationsPvt.Ltd.com
3289,VALUE CONSULTING,nan,IT-Software / Software Services,we are VALUE CONSULTING,2,Best Company in field of IT-Software / Software Services,2101520591,VALUECONSULTING.gmail.com,VALUECONSULTING.com
3290,adino telecom ltd,nan,Banking / Financial Services / Broking,we are adino telecom ltd,4,Best Company in field of Banking / Financial Services / Broking,4844842326,adinotelecomltd.gmail.com,adinotelecomltd.com
3291,Dsourc,nan,Internet / Ecommerce,we are Dsourc,2,Best Company in field of Internet / Ecommerce,8709948544,Dsourc.gmail.com,Dsourc.com
3292,Team Management Services,nan,Recruitment / Staffing,we are Team Management Services,2,Best Company in field of Recruitment / Staffing,9568584818,TeamManagementServices.gmail.com,TeamManagementServices.com
3293,T R Manpower Consultants Pvt Ltd.,nan,Recruitment / Staffing,we are T R Manpower Consultants Pvt Ltd.,4,Best Company in field of Recruitment / Staffing,1582867545,TRManpowerConsultantsPvtLtd..gmail.com,TRManpowerConsultantsPvtLtd..com
3294,I-Tech Media,nan,IT-Software / Software Services,we are I-Tech Media,4,Best Company in field of IT-Software / Software Services,1468581643,I-TechMedia.gmail.com,I-TechMedia.com
3295,Bonace Engineers Private Limited,nan,Oil and Gas / Energy / Power / Infrastructure,we are Bonace Engineers Private Limited,3,Best Company in field of Oil and Gas / Energy / Power / Infrastructure,8952412773,BonaceEngineersPrivateLimited.gmail.com,BonaceEngineersPrivateLimited.com
3296,QUORA,nan,IT-Software / Software Services,we are QUORA,5,Best Company in field of IT-Software / Software Services,5409642811,QUORA.gmail.com,QUORA.com
3297,Tejaswi Services Pvt Ltd,nan,IT-Software / Software Services,we are Tejaswi Services Pvt Ltd,5,Best Company in field of IT-Software / Software Services,6294493379,TejaswiServicesPvtLtd.gmail.com,TejaswiServicesPvtLtd.com
3298,ROBLOX,nan,IT-Software / Software Services,we are ROBLOX,2,Best Company in field of IT-Software / Software Services,9796827471,ROBLOX.gmail.com,ROBLOX.com
3299,OpenLX TECHNOLOGIES PVT. LTD.,nan,IT-Software / Software Services,we are OpenLX TECHNOLOGIES PVT. LTD.,2,Best Company in field of IT-Software / Software Services,8748040738,OpenLXTECHNOLOGIESPVT.LTD..gmail.com,OpenLXTECHNOLOGIESPVT.LTD..com
3300,GiveIndia Foundation,nan,IT-Software / Software Services,we are GiveIndia Foundation,3,Best Company in field of IT-Software / Software Services,7473898741,GiveIndiaFoundation.gmail.com,GiveIndiaFoundation.com
3301,Gudah Consultants,Bengaluru/Bangalore,Strategy / Management Consulting Firms,we are Gudah Consultants,3,Best Company in field of Strategy / Management Consulting Firms,6679462344,GudahConsultants.gmail.com,GudahConsultants.com
3302,Reliance Life Insurance Company Limited,"Hyderabad / Secunderabad , Bengaluru/Bangalore",Insurance,we are Reliance Life Insurance Company Limited,3,Best Company in field of Insurance,2845472425,RelianceLifeInsuranceCompanyLimited.gmail.com,RelianceLifeInsuranceCompanyLimited.com
3303,Creative Solution India,Bengaluru/Bangalore,IT-Software / Software Services,we are Creative Solution India,3,Best Company in field of IT-Software / Software Services,1981834697,CreativeSolutionIndia.gmail.com,CreativeSolutionIndia.com
3304,Digit88 Games,Bengaluru/Bangalore,Internet / Ecommerce,we are Digit88 Games,5,Best Company in field of Internet / Ecommerce,1503697630,Digit88Games.gmail.com,Digit88Games.com
3305,DHFL Pramarica Life Insurance Company,Bengaluru/Bangalore,Insurance,we are DHFL Pramarica Life Insurance Company,4,Best Company in field of Insurance,4146393314,DHFLPramaricaLifeInsuranceCompany.gmail.com,DHFLPramaricaLifeInsuranceCompany.com
3306,Shell Pvt Ltd,Bengaluru/Bangalore,Oil and Gas / Energy / Power / Infrastructure,we are Shell Pvt Ltd,3,Best Company in field of Oil and Gas / Energy / Power / Infrastructure,5853063849,ShellPvtLtd.gmail.com,ShellPvtLtd.com
3307,InEight India Private Limited.,Bengaluru/Bangalore,IT-Software / Software Services,we are InEight India Private Limited.,2,Best Company in field of IT-Software / Software Services,9390811444,InEightIndiaPrivateLimited..gmail.com,InEightIndiaPrivateLimited..com
3308,CORALHIRE TECHNOLOGIES,Bengaluru/Bangalore,IT-Software / Software Services,we are CORALHIRE TECHNOLOGIES,3,Best Company in field of IT-Software / Software Services,5380293733,CORALHIRETECHNOLOGIES.gmail.com,CORALHIRETECHNOLOGIES.com
3309,Wheelstreet,Bengaluru/Bangalore,IT-Software / Software Services,we are Wheelstreet,2,Best Company in field of IT-Software / Software Services,5026457603,Wheelstreet.gmail.com,Wheelstreet.com
3310,Master's Software Group.,Bengaluru/Bangalore,IT-Software / Software Services,we are Master's Software Group.,2,Best Company in field of IT-Software / Software Services,4682676333,Master'sSoftwareGroup..gmail.com,Master'sSoftwareGroup..com
3311,RASHI CONSULTING HR SOLUTIONS,"Bengaluru/Bangalore , Ahmedabad , Vadodara/Baroda",IT-Software / Software Services,we are RASHI CONSULTING HR SOLUTIONS,1,Best Company in field of IT-Software / Software Services,5139513505,RASHICONSULTINGHRSOLUTIONS.gmail.com,RASHICONSULTINGHRSOLUTIONS.com
3312,Veenu Group,Bengaluru/Bangalore,Architecture / Interior Design,we are Veenu Group,4,Best Company in field of Architecture / Interior Design,9284116968,VeenuGroup.gmail.com,VeenuGroup.com
3313,Armor Veritas,Bengaluru/Bangalore,IT-Software / Software Services,we are Armor Veritas,1,Best Company in field of IT-Software / Software Services,5991264580,ArmorVeritas.gmail.com,ArmorVeritas.com
3314,CropIn Technology Solutions Pvt. Ltd,Bengaluru/Bangalore,IT-Software / Software Services,we are CropIn Technology Solutions Pvt. Ltd,1,Best Company in field of IT-Software / Software Services,9723070254,CropInTechnologySolutionsPvt.Ltd.gmail.com,CropInTechnologySolutionsPvt.Ltd.com
3315,Sandvine Technologies (I) Pvt Ltd.,Bengaluru/Bangalore,IT-Software / Software Services,we are Sandvine Technologies (I) Pvt Ltd.,4,Best Company in field of IT-Software / Software Services,4688336363,SandvineTechnologies(I)PvtLtd..gmail.com,SandvineTechnologies(I)PvtLtd..com
3316,ScoreUp,Bengaluru/Bangalore,Internet / Ecommerce,we are ScoreUp,1,Best Company in field of Internet / Ecommerce,8561443678,ScoreUp.gmail.com,ScoreUp.com
3317,US BASED MNC,"Chennai , Pune , Delhi , Bengaluru/Bangalore , Mumbai , Hyderabad / Secunderabad , Delhi/NCR(National Capital Region) , Gurgaon , Kolkata",IT-Software / Software Services,we are US BASED MNC,3,Best Company in field of IT-Software / Software Services,6426170365,USBASEDMNC.gmail.com,USBASEDMNC.com
3318,ArtiVatic,Bengaluru/Bangalore,Internet / Ecommerce,we are ArtiVatic,4,Best Company in field of Internet / Ecommerce,8305856170,ArtiVatic.gmail.com,ArtiVatic.com
3319,Sunrise House keeping Support Services P Ltd.,"Chandigarh , Gurgaon , Delhi/NCR(National Capital Region) , Delhi , Bengaluru/Bangalore",Facility Management,we are Sunrise House keeping Support Services P Ltd.,2,Best Company in field of Facility Management,3429509218,SunriseHousekeepingSupportServicesPLtd..gmail.com,SunriseHousekeepingSupportServicesPLtd..com
3320,Infotech Global India Ltd.,Bengaluru/Bangalore,IT-Software / Software Services,we are Infotech Global India Ltd.,5,Best Company in field of IT-Software / Software Services,5760687435,InfotechGlobalIndiaLtd..gmail.com,InfotechGlobalIndiaLtd..com
3321,Bell Teleservices India Pvt Ltd(Metro Net),Bengaluru/Bangalore,Telecom/ISP /,we are Bell Teleservices India Pvt Ltd(Metro Net),1,Best Company in field of Telecom/ISP /,8454454836,BellTeleservicesIndiaPvtLtd(MetroNet).gmail.com,BellTeleservicesIndiaPvtLtd(MetroNet).com
3322,HUGHES COMMUNICATION INDIA LTD.,"Bengaluru/Bangalore , Mumbai",Education / Teaching / Training,we are HUGHES COMMUNICATION INDIA LTD.,4,Best Company in field of Education / Teaching / Training,1581616649,HUGHESCOMMUNICATIONINDIALTD..gmail.com,HUGHESCOMMUNICATIONINDIALTD..com
3323,Alten Calsoft Labs India Pvt Ltd,Bengaluru/Bangalore,IT-Software / Software Services,we are Alten Calsoft Labs India Pvt Ltd,2,Best Company in field of IT-Software / Software Services,6443506990,AltenCalsoftLabsIndiaPvtLtd.gmail.com,AltenCalsoftLabsIndiaPvtLtd.com
3324,iMindYourBusiness,Bengaluru/Bangalore,IT-Software / Software Services,we are iMindYourBusiness,5,Best Company in field of IT-Software / Software Services,2359491351,iMindYourBusiness.gmail.com,iMindYourBusiness.com
3325,George P. Johnson,Bengaluru/Bangalore,Media / Entertainment / Internet,we are George P. Johnson,5,Best Company in field of Media / Entertainment / Internet,8537596229,GeorgeP.Johnson.gmail.com,GeorgeP.Johnson.com
3326,Securitas India,Bengaluru/Bangalore,Facility Management,we are Securitas India,4,Best Company in field of Facility Management,1399274372,SecuritasIndia.gmail.com,SecuritasIndia.com
3327,Le Meridien,Bengaluru/Bangalore,Travel / Hotels / Restaurants / Airlines / Railways,we are Le Meridien,4,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,9709204441,LeMeridien.gmail.com,LeMeridien.com
3328,SWATHI HOSPITALITY SERVICES PVT. LTD.,Bengaluru/Bangalore,FMCG / Foods / Beverage,we are SWATHI HOSPITALITY SERVICES PVT. LTD.,2,Best Company in field of FMCG / Foods / Beverage,6382822481,SWATHIHOSPITALITYSERVICESPVT.LTD..gmail.com,SWATHIHOSPITALITYSERVICESPVT.LTD..com
3329,"Saaki, Argus & Averil Consulting","Bengaluru/Bangalore , Hyderabad / Secunderabad , Chennai",Recruitment / Staffing,"we are Saaki, Argus & Averil Consulting",3,Best Company in field of Recruitment / Staffing,2791037761,"Saaki,Argus&AverilConsulting.gmail.com","Saaki,Argus&AverilConsulting.com"
3330,Akamai Technologies,Bengaluru/Bangalore,IT-Software / Software Services,we are Akamai Technologies,1,Best Company in field of IT-Software / Software Services,5133058941,AkamaiTechnologies.gmail.com,AkamaiTechnologies.com
3331,JAV Consultancy Services,Bengaluru/Bangalore,IT-Software / Software Services,we are JAV Consultancy Services,4,Best Company in field of IT-Software / Software Services,7700735133,JAVConsultancyServices.gmail.com,JAVConsultancyServices.com
3332,SimplySane Consumer Solutions,Bengaluru/Bangalore,Internet / Ecommerce,we are SimplySane Consumer Solutions,4,Best Company in field of Internet / Ecommerce,5941906958,SimplySaneConsumerSolutions.gmail.com,SimplySaneConsumerSolutions.com
3333,Masymbol,Bengaluru/Bangalore,IT-Software / Software Services,we are Masymbol,4,Best Company in field of IT-Software / Software Services,1624147588,Masymbol.gmail.com,Masymbol.com
3334,Katpro Technologies Pvt Ltd,Bengaluru/Bangalore,IT-Software / Software Services,we are Katpro Technologies Pvt Ltd,5,Best Company in field of IT-Software / Software Services,5829812754,KatproTechnologiesPvtLtd.gmail.com,KatproTechnologiesPvtLtd.com
3335,Reliance Capital Limited,Bengaluru/Bangalore,Insurance,we are Reliance Capital Limited,2,Best Company in field of Insurance,4276835742,RelianceCapitalLimited.gmail.com,RelianceCapitalLimited.com
3336,Superior Talent India,Bengaluru/Bangalore,IT-Software / Software Services,we are Superior Talent India,4,Best Company in field of IT-Software / Software Services,9119830211,SuperiorTalentIndia.gmail.com,SuperiorTalentIndia.com
3337,GI Hospitalities,"Bengaluru/Bangalore , Chennai , Delhi/NCR(National Capital Region)",Travel / Hotels / Restaurants / Airlines / Railways,we are GI Hospitalities,5,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,9415055515,GIHospitalities.gmail.com,GIHospitalities.com
3338,Campus Management Corporation,Bengaluru/Bangalore,IT-Software / Software Services,we are Campus Management Corporation,2,Best Company in field of IT-Software / Software Services,9600716497,CampusManagementCorporation.gmail.com,CampusManagementCorporation.com
