exp_id,company,year1,year2,role
1080,RedCooker Whitefield,4,9,bediende
1081,St. Johns Medical College Hospital,0,3,senior tax manager
1082,Geosys Enterprise Solutions,2,3,tecnico informatico
1083,Premium-Jobs,0,5,enfermeiro
1084,Ojas Innovative Technologies Private Limited,3,7,membership coordinator
1085,Goldleaf Corporation,6,11,community volunteer
1086,MRO - TEK LIMITED,12,15,zelfstandig ondernemer
1087,Sangeetha Mobiles Private Limited,8,12,food service worker
1088,24x7 learning pvt. ltd.,2,5,topografo
1089,Akthasoft Solutions Private Limited,0,3,apprenticeship
1090,SP Staffing Services Private Limited,0,3,software consultant
1091,Ant Farm,0,0,co founder
1092,RoboWizards Education LLP,2,5,health educator
1093,Trans Neuron Technologies Pvt Ltd,1,3,contractor
1094,Logicsoft International Private Limited,2,7,senior account representative
1095,North West Carrying Co,3,5,hr analyst
1096,Powai Labs.,2,4,accounts officer
1097,LongRiver Infotech,10,14,freelance blogger
1098,International Manpower Resources Private Limited,5,8,round
1099,Look Mobility,4,8,food and beverage supervisor
1100,A Square Technologies Pvt. Ltd.,0,5,documentation specialist
1101,C Drive HR Services,10,12,mentor
1102,Internet Moguls,6,11,customer care specialist
1103,Planning Star Cosultancy,2,5,gerente de relacionamento
1104,Rizia IT Services,4,7,asistente comercial
1105,Tritium,4,5,eletricista de manutenção
1106,Veenu Group,4,8,accounting associate
1107,Impact HR Services,5,8,correctional officer
1108,Cmo axis ltd,6,8,sales representative
1109,Aglaya,4,9,area manager
1110,"Harmony LifeCare, Inc.",3,8,client executive
1111,Dhruva Associates,5,10,technical expert
1112,Makoto HR Solutions,1,2,yoga instructor
1113,Mastek Info,2,5,branch manager
1114,Gaussian Networks Pvt. Ltd,4,8,program officer
1115,CCS Global Tech,3,5,cad manager
1116,BOSTON SCIENTIFIC,2,7,primary care
1117,Relix HR Consulting Pvt. Ltd.,2,7,sales specialist
1118,Sanmax Technologies (P) Limited,2,6,qc inspector
1119,Insignia,2,3,asesor comercial
1120,Mobulous Technologies Pivate limited,7,12,benefits manager
1121,SONATA SOFTWARE LIMITED,2,5,analista de logística
1122,Catchpoint Systems,3,5,credit controller
1123,Sterco Digitex Pvt Ltd,15,20,support staff
1124,Merritt Innovative Solutions India Private Limited,0,4,md/ceo
1125,Step-up Technologies,1,5,practices
1126,HEWLETT PACKARD ENTERPRISE PRIVATE LIMITED,4,9,accounts payable manager
1127,ESQ Management Solutions Inc,0,2,founder and director
1128,DataRPM,4,8,accounting analyst
1129,WebTag IT Solutions Pvt. Ltd,10,20,security consultant
1130,Torque Pharmaceuticals Pvt. Ltd.,4,7,engenheiro civil
1131,RF Managed Services India Pvt Ltd,1,4,supervisor de producción
1132,Neotecra India Pvt. Ltd,2,7,patron
1133,Futuronix Automation Pvt Ltd,0,5,life guard
1134,DUFF & PHELPS CORP,4,6,director of training
1135,KAMA AYURVEDA,3,7,senior policy advisor
1136,Salaam Bombay Foundation,3,5,charge
1137,Dotline Web Media Pvt Ltd,2,5,group leader
1138,Marsh Technologies Pvt. Ltd,2,7,waiting staff
1139,Dream11 Inc,10,12,ingeniero de proyecto
1140,NetiApps Software Pvt. Ltd,1,6,director creativo
1141,Right Infotech Solutions Pvt. Ltd,3,8,qa/qc engineer
1142,Netway India Pvt. Ltd.,2,4,barman
1143,Prasha Consultancy Pvt. Ltd.,2,5,auxiliar
1144,ECI Telecom India Pvt Ltd,5,10,toronto canada area | professional profile
1145,HRSQUARE,8,11,roofer
1146,rinalytics advisors pvt. ltd,2,5,registered dietitian
1147,EMSOL Employment Solutions,2,4,research intern
1148,New-Age Bizsoft Solutions Pvt Ltd,10,10,commodity manager
1149,ArtiVatic,4,9,help desk technician
1150,Scholastic Inc,2,7,co-owner
1151,PRIME JOBS.IN,8,10,sistemas
1152,Citicorp Services India Pvt Ltd,0,2,designer
1153,S2TECH.COM INDIA PVT LTD,0,2,ceo & president
1154,SHAKTI INFOSOLUTIONS PVT. LTD.,5,10,product designer
1155,PITCS,10,20,school psychologist
1156,OKDA Solutions,5,15,insurance producer
1157,Unmetric Technologies Private Limited,0,5,reading specialist
1158,Clear2Pay India Pvt Ltd.,10,14,jefe de proyectos
1159,Talent HR Networks Pvt. Ltd,2,3,contador
1160,CRY,8,13,technologist
1161,Webvirtue Technology,3,8,konstrukteur
1162,ANI Technologies Pvt Ltd (Olacabs),1,3,asst manager
1163,Johnson & Johnson Ltd,2,7,technical program manager
1164,Spice Web Services,3,5,senior product engineer
1165,Rockwell Collins (India) Enterprises Pvt Ltd,5,6,assistentin
1166,Kclink Technologies Private Limited,5,10,graduate engineering trainee
1167,VA Tech Wabag Ltd,10,15,assistente administrativa
1168,Advantage One Human Resourcing Pvt LTd,4,8,band director
1169,EOK Technologies,5,10,administrative officer
1170,Indian Institute of Technology Delhi,3,8,restaurant supervisor
1171,Metro Career Solutions Pvt Ltd,0,4,estagiário
1172,NCH India Pvt. Ltd,2,3,training specialist
1173,CMS IT SERVICES PRIVATE LIMITED,2,5,test analyst
1174,Opus Infoway,4,9,helper
1175,e-Planet Infosystem India Pvt. Ltd,2,5,staff auditor
1176,Vogue Institute of fashion Technology,4,7,esteticista
1177,Strategic Management Consultants,5,10,dental hygienist
1178,BDO India LLP,4,9,advocate
1179,Sixth Generation Pvt. Ltd.,5,10,comptroller
1180,Azuga Telematics Private Limited,1,2,seasonal sales associate
1181,Veom Infotech Pvt Ltd,0,1,assistente financeiro
1182,3 ACES KONCEPTS,3,8,ebusiness
1183,Ganga Rasayanie (P) Ltd.,5,10,interior design
1184,GRASP CONSULTIPLEX PVT. LTD,2,4,independent business owner
1185,SITARAM BHARTIA INSTITUTE OF SCIENCE & RESEARCH,4,7,clinical instructor
1186,Convate,0,2,site civil engineer
1187,"Sugal & Damani Utility Services Pvt. Ltd,",2,5,expert
1188,PDS Infotech Pvt. Ltd,12,15,systems specialist
1189,PLACEMENT ZONE,2,6,teleoperadora
1190,Mihras Consulting Pvt. Ltd.,4,6,system engineer
1191,Arm Digital,2,4,health coach
1192,Twitter,5,10,associate broker
1193,Madox Technologies Pvt. Ltd.,3,6,editor-in-chief
1194,Oil Field Warehouse & Services,15,20,managing partner
1195,Clay Logix (India) Pvt Ltd,10,15,technical services
1196,Terra Technology,3,5,customer care executive
1197,MEENAKSHI ASSOCIATES (P) LTD,2,7,financial services professional
1198,Aparna Enterprises Limited,5,10,head of production
1199,Lee Pharma Limited,6,9,marketing
1200,trulymadly.com,1,6,senior hr manager
1201,PS Consultant,7,10,athletic director
1202,MCS Technologies PVT LTD,3,8,development coordinator
1203,Zeta.in-Startup jobs,3,4,dancer
1204,Crestech Software Systems Pvt Ltd,6,11,project analyst
1205,VOLOB Technologies Pvt. Ltd.,1,2,hr
1206,CNH Industrial,1,3,helpdesk analyst
1207,MINDWARE,10,15,senior recruitment consultant
1208,Sysminds It Solutions Pvt Ltd,4,7,hr administrator
1209,Nestor Sourcing Pvt. Ltd,0,5,field supervisor
1210,Mekins Industries Limited,1,3,ambassador
1211,Benetton Asia Pacific Limited,4,9,clinical research assistant
1212,Homestead Infrastructure Development Pvt. Ltd.,0,1,chef de service
1213,FCS Software Solutions Limited,3,8,junior analyst
1214,Dextrous Infosolutions Pvt. Ltd.,1,2,project intern
1215,Oceanic e-Tech Solutions Pvt. Ltd,1,6,runner
1216,Morelife London Private Limited,1,3,operations engineer
1217,Wipro Limited,1,2,ejecutivo de cuenta
1218,Pace Power Systems Pvt Ltd,3,5,co manager
1219,S&T Engineers(P) ltd,2,5,sr network engineer
1220,State Street HCL Services,0,5,senior member of technical staff
1221,HCL Corporation Ltd,7,12,phd candidate
1222,People Plus Management Services,3,8,channel sales manager
1223,Reliance Capital Limited,1,4,operations assistant
1224,BeeHyv Software Solutions Pvt. Ltd.,9,13,system admin
1225,JobServer Consultancy Services,0,1,collaboratore
1226,SWATI VAID,0,3,line support
1227,Mantrana Consulting Pvt Ltd.,2,7,sap consultant
1228,Design Tech Systems Ltd,10,15,auxiliar de produção
1229,Comviva Technologies Limited.,3,5,promotional
1230,iHackers,10,20,staff consultant
1231,risingphoenix,3,6,director of manufacturing
1232,Aecom Pvt Ltd,2,7,client service representative
1233,Impetus Placements Pvt. Ltd.,4,8,benefits consultant
1234,MSP1,3,8,mitarbeiter
1235,Mauj Mobile Pvt. Ltd,0,3,argentina
1236,Simplotel Technologies Pvt Ltd.,5,10,country manager
1237,IAP Company Ltd.,9,11,practicante
1238,client of a1 jobs,6,9,geen
1239,Concoct Human Resource Practioners India Pvt Ltd,2,3,athlete
1240,Akamai Technologies,7,8,asistente de investigación
1241,RAY BUSINESS TECHNOLOGIES PVT LTD,0,3,assistant marketing manager
1242,DrG Wellness (P) Limited,0,2,human resources coordinator
1243,NetGains Technologies Pvt. Ltd,4,7,art instructor
1244,Tourcop,1,6,electronics engineer
1245,Sandhar Technologies Limited,2,4,human resources services
1246,lobo staffing solution Pvt Ltd,0,5,regulatory affairs specialist
1247,XOME India Private Limited,0,2,contabilista
1248,Placewell Consultants,0,2,operations intern
1249,Advans Corp Services,3,5,application support analyst
1250,Wissen India Private Ltd,7,10,pensioner
1251,Tech Call BPO,2,3,warranty administrator
1252,Einfolge Technologies,4,9,sr executive
1253,SMS Multi Speciality Hospitals LLP,2,6,gestor de área
1254,RMS Risk Mangement Solutions India Pvt Ltd,5,8,it supervisor
1255,NMW INTERACTIVE,4,9,business technology analyst
1256,RockOn,3,8,laborant
1257,HDFC Bank Limited,3,5,account coordinator
1258,INTUITIVE TECHNOLOGY PARTNERS INC.,3,8,reporting analyst
1259,Airborne Recruiting Pvt. Ltd.,5,9,credentialing specialist
1260,AnaTechno,1,5,senior
1261,Shreyas Integrated Systems(P) Ltd.,0,3,client services specialist
1262,Fore Brain Tecnologies Pvt Ltd,6,8,director business development
1263,Methodex Systems Ltd,3,7,elektriker
1264,SANOVI TECHNOLOGIES PVT. LTD,10,20,technical officer
1265,People arena consulting,0,2,junior developer
1266,PolyCom Technology (RD) Centre Pvt Ltd,3,6,inhaberin
1267,Airpost india,2,5,construction coordinator
1268,Yellow Box HR Services Pvt. Ltd.,2,5,accounts payable
1269,Pype Inc,5,6,intake specialist
1270,KS data enterprises,2,6,technical support specialist
1271,Nesh Technologies Private Limited,11,16,database administrator
1272,STARMARK SOFTWARE PRIVATE LIMITED,2,4,administrateur
1273,Right Avenue Enterprises,2,5,export sales manager
1274,EDWARD FOOD RESEARCH & ANALYSIS CENTRE LIMITED(EFRAC),2,7,stocker
1275,Nichehands Technologies Pvt Ltd,1,2,recruitment consultant
1276,IRIS Business Services India Pvt Ltd,2,7,administrasi
1277,In4Velocity,3,8,finance analyst
1278,National Anti Doping Agency,4,8,field coordinator
1279,Arc Hirings Pvt Ltd,4,8,trader
1280,"The Raintree, Anna Salai",5,10,room attendant
1281,Accuster Technologies Pvt. Ltd.,2,3,public relations director
1282,Orysys Technologies,3,5,media intern
1283,PP International School,5,10,lead designer
1284,SoftPro Global Technologies Pvt. Ltd,2,4,software trainee
1285,MediaTree - Excellence Group,0,4,front of house manager
1286,Matrimony.com Pvt Limited,3,5,consultora
1287,Aventis Analytics,0,1,regional operations manager
1288,SourceEdge Software Technologies Pvt. Ltd,2,5,human resource manager
1289,Miracle Corporate Solutions Pvt. Ltd.,2,7,owner and manager
1290,Independent Consultant,0,0,branch operations manager
1291,Dr.Car,3,6,impiegato d'ufficio
1292,S Chand and Company Ltd,5,10,internal sales
1293,Wisdom Infotech,3,8,addetto alle vendite
1294,Prime KI Software Solutions Pvt Ltd.,2,7,cocktail waitress
1295,Sellcraft Softech Pvt Ltd,6,8,training consultant
1296,Pasona India private Limited,2,5,account associate
1297,FactSet Systems India Pvt Ltd,4,7,freelance reporter
1298,Skyshade Daylights Pvt. Ltd.,5,7,comprador
1299,ITI Limited,3,5,organizer
1300,Opportunity Yours,5,10,landman
1301,Chkra Social Ventures,2,7,graphic design
1302,Apollo Health and Lifestyle Ltd,2,5,administrativo
1303,Chumbak Design Private Limited,7,10,media assistant
1304,IKYA Global,1,2,technical support analyst
1305,Soliton Technologies Pvt Ltd,2,5,socio
1306,Rapid Value IT Services Pvt Ltd,3,5,phd researcher
1307,Wildlife SOS,2,4,business controller
1308,Elmeasure India Private Ltd.,2,7,coordenador de produção
1309,IZEE MANPOWER CONSULTANCY PRIVATE LIMITED,2,4,professor universitário
1310,Nimble Technologies,2,5,international sales
1311,Portescap (Danaher),0,2,conducteur de travaux
1312,Axisvation Technologies Pvt. Ltd.,2,5,director of technology
1313,Wysetek Systems Technologists Pvt. Ltd.,5,10,undergraduate teaching assistant
1314,Business India Group,5,8,education manager
1315,Tringapps Research Labs Pvt Ltd,3,6,director técnico
1316,Manjushree Technopack Limited,0,3,server
1317,Qtech Software Pvt. Ltd,5,9,owner/partner
1318,Delightful Gourmet Pvt Ltd,2,5,jefa
1319,3x3CONECT,3,5,vice president credit
1320,Sibez Technologies Pvt Ltd,2,7,senior sales associate
1321,CBRE South Asia Pvt Ltd,2,7,english language teacher
1322,Vinculum Solutions Pvt. Ltd,1,4,development manager
1323,REACH Technologies,10,15,usher
1324,HR Reflections,0,5,hardware engineer
1325,CLAIRVOLEX knowledge Processes Pvt Ltd,7,8,clerical
1326,SP Software (P) Limited,2,7,consultor de negócios
1327,Customer First Concepts Pvt Ltd,1,3,master thesis student
1328,PKS & Associates,8,10,middle school teacher
1329,Rentokil India Pte Ltd,8,10,guest services associate
1330,i-Strat Software Pvt Ltd,10,17,chief technical officer
1331,Lingel Learning India Pvt. Ltd,2,7,assistant to the president
1332,Enervators Global IT Solutions Pvt Ltd,1,3,creative designer
1333,excetra,1,3,technicien informatique
1334,Avani Tech Solutions Private Limited,1,5,ict manager
1335,Intellesecure Network Solutions Private Limited,2,7,business consultant
1336,Professional Access - A division of Zensar Technologies,3,5,key-account-manager
1337,PROGRESSIVE INFOVISION PVT LTD,5,10,product owner
1338,Devatech Engineers Private Limited,4,8,investment analyst
1339,AryaTech Engineering & Consultancy,4,6,account
1340,"The Raintree, St. Mary's Road",3,6,bestuurslid
1341,Infoicon Technologies Pvt. Ltd.,8,12,legal secretary
1342,"iCrest Sdn Bhd C-1-06, Technopreneur Centre II,",6,10,práctica profesional
1343,Pin Click- Startup,4,7,independent agent
1344,Genetic Callnet,0,1,sr design engineer
1345,Manthan,2,4,lab manager
1346,RBS India Development Centre (P ) Ltd.,2,7,reporter
1347,Sage IT Pvt Ltd,2,7,contable
1348,Brady & Morris Engineering Company Ltd,2,4,guest services manager
1349,Ncr Corporation India Pvt Ltd,10,15,executive coordinator
1350,TickerPlant Limited.,0,5,magasinier
1351,Web Affinity Technologies Private Limited,8,10,gerante
1352,Axis Jobs,11,13,ejecutivo
1353,"Saaki, Argus & Averil Consulting",8,10,enseignant
1354,IMSI India Pvt Ltd,7,12,transcriptionist
1355,Single Point HR Solutions India Pvt Ltd,0,1,psychotherapist
1356,Treebo Hotels,2,5,orthopaedic surgeon
1357,Planet EDU,10,15,public relations officer
1358,Publicis Istrat,1,2,research and development manager
1359,RAVENTURE SOLUTIONS,1,6,debt collector
1360,eSSecom Private Limited,0,5,client service manager
1361,ATT Systems Group,2,5,youth worker
1362,"Interlock Industries, Inc.",5,9,digitador
1363,Yuva ManPower Consultancy Pvt Ltd,5,8,process associate
1364,GenX Info Technologies Pvt. Ltd.,3,5,peer advisor
1365,a2HR Consultants Pvt Ltd,4,9,impiegato
1366,EY,3,7,purchasing
1367,Nagarro Software Pvt. Ltd,3,8,singer-songwriter
1368,Easylearning.guru,0,1,clinical social worker
1369,Enlist Management Consultants Pvt. Ltd.,5,10,secretaris
1370,Perfect Relations Pvt Ltd,1,3,chef d'équipe
1371,NetZealous Services India Pvt Ltd,5,10,field operations manager
1372,Crocus Infotech,2,4,salon owner
1373,Magnious Solutions Pvt. Ltd.,0,5,vp of operations
1374,The Phosphate Company Limited,2,3,business intelligence developer
1375,GENY MEDIUM,5,10,executive editor
1376,Foster Services,0,1,cadre
1377,Sparkleminds,0,3,adjunct faculty member
1378,99 Acres.Com (Div. Of IEIL),4,8,advogada
1379,Flatworld Solutions,1,6,assistant editor
1380,PROFESSIONAL HUNT,2,4,coordinador administrativo
1381,Essence Healthcare,2,3,pharmacy assistant
1382,ESDS Software Solution Pvt Ltd,2,5,mechanical engineering
1383,CRISIL,4,9,it executive
1384,PRATHAM VISION PVT. LTD.,1,4,contributing writer
1385,Crescent Careers,5,7,directeur commercial
1386,Loretus Global Consulting LLP,2,4,video producer
1387,Mawana Sugars Ltd,2,4,hairdresser
1388,SavannaHR,5,7,writer/editor
1389,Micro Focus,2,5,dirección
1390,adroitent,10,15,graduate student researcher
1391,Adjetter Media Network Pvt. Ltd.,0,2,communications officer
1392,Swarnabhoomi Academic Institutions,6,11,materials manager
1393,ISSL Market Services Limited,10,12,cabeleireira
1394,Creative Influence,2,5,desempleado
1395,Carrier Midea India Pvt.Ltd.,2,6,real estate consultant
1396,PIT STOP,3,5,staff pharmacist
1397,HEALTHKART.COM,0,3,admissions
1398,Safeway Technologies Pvt. Ltd.,15,20,accounting manager
1399,SENSIBOL AUDIO TECHNOLOGIES PVT. LTD.,2,7,architectural designer
1400,AnirCorp,4,9,chief estimator
1401,Premiershield Pvt Ltd,1,6,qa tester
1402,Elan Professional Appliances Pvt. Ltd.,4,7,production scheduler
1403,Avenues Consulting,0,1,city manager
1404,flora69.com,0,4,medical scribe
1405,VRD NETWORK and Communication Pvt LTd,1,5,commis chef
1406,ARNIT RETAIL Pvt Ltd,5,8,behavior specialist
1407,Browndove Healthcare (P) Ltd,2,7,claims representative
1408,Nokia India Private Limited,10,15,article assistant
1409,Innasoft Technologies Pvt ltd,2,6,executive manager
1410,Bazaar Gateway Business Solutions,4,8,asesor jurídico
1411,Rapidflow Apps Inc.,1,2,technical advisor
1412,bodhtree consulting ltd,3,8,assistante de direction
1413,Athenta Technologies Pvt. Ltd.,3,6,barber
1414,Falcon Business Resources Pvt Ltd,7,10,ingénieur d'études
1415,Travelkhana,0,3,hair stylist
1416,Leaf Innovation Pvt. Ltd,4,7,solution architect
1417,Pathways World School.,1,4,volunteer work
1418,"Softgel Health Care,",4,6,qa manager
1419,ACTEON INDIA PVT LTD,2,7,publisher
1420,ZEiSys Technologies Private Ltd.,10,20,marketing communications manager
1421,Furniture World,2,6,district sales manager
1422,Intellect IT Solutions Pvt. Ltd.,0,0,producto
1423,CSS Corp Private Limited,3,5,purchasing assistant
1424,M K Auto Clutch Industries,0,4,quantity surveyor
1425,Bairo,5,7,customer service assistant
1426,WebSkyIndia.,1,6,senior web designer
1427,Finite HR Consulting Private Limited,2,6,pair
1428,Profile HR Consultants Pvt Ltd.,5,10,hr specialist
1429,Adidas Group,15,20,senior officer
1430,Shriram Value Services Private Limited (SVS),3,5,benefits coordinator
1431,Captronic Systems Private Limited,2,7,biomedical engineer
1432,Nestor Sourcing Inc,0,5,associate general counsel
1433,GSN Consulting,2,4,public health nurse
1434,Irdeto Technology India Pvt. Limited,1,5,release manager
1435,Medley Pharmaceuticals Ltd,4,9,senior business systems analyst
1436,Taurus Asset Management Company Limited,4,8,marketing staff
1437,Client of aaims,8,13,senior technician
1438,Parivartan Sandesh Foundation,3,6,encargada
1439,Varite,3,5,desarrollador web
1440,Margdarshak Consultants Pvt Ltd,5,10,route sales representative
1441,Contus,3,8,sekretärin
1442,Ascent Techno People,2,5,paramedic
1443,MASS MEDIA,2,7,dispatcher
1444,Nysaa retail Pvt Ltd.,6,11,crew
1445,AtDrive Group,5,10,information technology and services professional
1446,Insignia Communications Pvt. Ltd.,7,12,guest service representative
1447,Nuevosol Energy Private Limited,2,6,hr administrative assistant
1448,Cross-Tab Marketing Services Pvt. Ltd.,1,3,research chemist
1449,V Resorts,6,11,retail associate
1450,Clariant Chemicals (India) Ltd.,2,6,academic coordinator
1451,JCSS Management Consulting LLP,5,7,banquet manager
1452,Constient Global Solutions Pvt Ltd,1,3,cad engineer
1453,Prodware Solutions Pvt. Ltd.,7,12,technical analyst
1454,Deepalaya,10,15,research technician
1455,Usha Fire Safety Equipments Pvt Ltd,3,5,quality assurance technician
1456,Pinga Solutions Pvt.Ltd,8,13,coordenador administrativo
1457,Startup-Wozart,10,12,estudante
1458,RethinkingWeb,10,15,enfermero
1459,Gadgets Guru,12,17,six sigma black belt
1460,REConnect Energy,8,13,sr recruiter
1461,Sukhbir Agro Energy Ltd,5,10,coordinador de proyecto
1462,MM Enterprises,3,8,engineering
1463,SA Rawther Spices P LTd,2,5,colombia
1464,Electrostar Electronics Pvt Limited,2,5,audit manager
1465,iQuest Management Consultants Pvt Ltd,3,8,vendedora
1466,Praxis HR Solution,2,3,senior technical specialist
1467,Proptiger,2,5,engenheiro mecânico
1468,Roche Diagnostics Pvt Ltd,1,3,exchange student
1469,Launchship Technology Solutions Pvt. Ltd.,10,12,accounting staff
1470,Ybrant People Manpower and Consulting Pvt. Ltd.,3,8,bank teller
1471,Daphnis Labs,2,5,senior project engineer
1472,XPT Consultancy & Software Service P Ltd,4,9,shipping and receiving clerk
1473,Gati Kintetsu Express Pvt.Ltd.,10,20,human resource generalist
1474,Indiajobs HR Solution,3,5,education officer
1475,Carmatec It Solutions Pvt Ltd,0,4,san diego
1476,SummitWorks Technologies Pvt Ltd,2,5,special projects coordinator
1477,Brocade Communication Systems Pvt Ltd.,0,5,none
1478,Sabre Holdings,0,3,controller
1479,Maven Silicon,10,15,spanish teacher
1480,GLOBAL PROFESSIONAL SERVICES,3,8,kitchen staff
1481,BL INTERNATIONAL,3,8,data scientist
1482,Career Maker,2,4,nail technician
1483,CereBrahm Innovations Pvt. Ltd.,3,7,daycare provider
1484,Essen Consulting,0,1,lead technician
1485,K. S. Oils Limited,8,10,hotline
1486,Vidyalankar Classes and Publication,2,5,project planner
1487,Infiniti Software Solutions,2,7,kitchen assistant
1488,OpenText Corp.,4,8,bi consultant
1489,Gebbs Healthcare Solutions Pvt. Ltd.,0,3,rechtsanwalt
1490,HITECH PLACEMENTS,1,6,karyawan
1491,Infoicon Technologies,4,6,clinical research associate
1492,Paramount Instruments Pvt. Ltd.,3,8,singer/songwriter
1493,BeWo Technologies,5,8,vacation
1494,Quess Corp Ltd.,3,4,diretor administrativo
1495,BACentric Solutions,2,7,administrator execut
1496,Maharaja Games,12,15,retail merchandiser
1497,JKA Management Consulting Group,2,7,human resources business partner
1498,VASUNDHARA SOFTWARE SOLUTIONS PVT.LTD,5,10,guest relations
1499,Aristo Consultants,3,8,chief of police
1500,Kairali Ayurvedic Group,3,7,seguridad
1501,ARK Infotech Spectrum India Pvt Ltd,2,7,eng
1502,Lone Soft Technologies Pvt Ltd,12,22,técnico de laboratorio
1503,Fairdeal Realtors Pvt. Ltd.,3,5,social work intern
1504,BlueApple Technologies Pvt. Ltd.,2,5,sr software engineer
1505,Hi-tech Pharmaceuticals PVT LTD,2,5,cashier/customer service
1506,Aether Infotech Pvt. Ltd.,5,7,agency owner
1507,Swaragh Technologies,1,2,menor aprendiz
1508,Anush Consultants,2,5,educadora
1509,Alchem International Pvt. Limited,8,10,national account
1510,STAR ELECTRICALS(INDIA),2,7,business analyst
1511,IT Niche India Pvt. Ltd,6,11,senior sales
1512,INFOR,1,3,closer
1513,Agnity India Technologies pvt. ltd,1,2,paralegal
1514,Chrystec Machine Tools Pvt. Ltd.,3,6,sales officer
1515,Global Professional Services,3,6,promotions assistant
1516,wildnet technologies pvt. ltd.,8,13,sahip
1517,Accuster Technologies Pvt Ltd.,7,10,adjunct lecturer
1518,NMIMS (NGASCE),2,5,chiropractor
1519,Mind Technologies,10,14,school staff
1520,Vimbri Media Pvt. Ltd. (The Dollar Business),0,3,data architect
1521,Hajoori and Sons,2,7,software development engineer
1522,Tata Global Beverages Limited,0,3,real estate
1523,Tessolve Semiconductor Pvt. Ltd.,0,3,outros
1524,SARVAM SAFETY EQUIPMENT PVT LTD(www.sarvamsafety.com),2,5,operador de caixa
1525,Synactive Inc,3,5,chief commercial officer
1526,Park Plaza Hotels & Resorts,1,3,film director
1527,Nisum Consulting Pvt. Ltd,2,6,sr vice president
1528,Toshbro Controls Pvt. Ltd,3,8,engineering intern
1529,Power Research and Development Consultants Pvt. Ltd.,7,10,technical product manager
1530,FCC Tourism Services,9,14,lærer
1531,Skill Scouters,3,8,mail clerk
1532,Impact Associates Consulting Pvt Ltd.,4,9,territory business manager
1533,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,10,18,data engineer
1534,Kanban infosystem private limited,5,10,content producer
1535,Lokhandwala Infrastructure,0,5,control de calidad
1536,Celfrost Innovations Pvt. Ltd.,3,8,begeleider
1537,BizAcuity,10,15,sap human resources
1538,TECHNOWIN SOLUTIONS PVT. LTD,10,20,principle
1539,Mahindra First Choice Wheels Ltd,1,3,proprietário
1540,FLEXY MANAGERS,12,16,sabbatical
1541,Infoicon Technologies Pvt Ltd,6,10,president and founder
1542,Fusion Xperts,0,1,economist
1543,"CBRE Group, Inc.",3,6,research scientist
1544,Cosmic Structures Ltd,2,3,manager accounts
1545,Wenger & Watson,5,7,medical transcriptionist
1546,IQ Business Systems Pvt. Ltd.,2,5,senior field engineer
1547,JMA Keys India Private Limited,9,11,graduate teaching assistant
1548,Amalgam Group Kochin,2,5,engineering/technical
1549,Northeast Healthcare Pvt Ltd.,3,8,technical coordinator
1550,Odishia Business Solutions (P) Ltd,1,6,catering
1551,UMA INTERNATIONAL,2,5,technical support
1552,Nexa Web Solutions Pvt Ltd,4,6,sales & marketing
1553,ideas@elica.in,3,6,product engineer
1554,URS Certification Ltd.,3,5,school social worker
1555,InXero,5,10,major account manager
1556,Enable IT Solutions Pvt. Ltd,0,3,leerkracht
1557,SHAH CONSULTANCY SERVICES,2,7,sócio gerente
1558,Formula HR Management Consultants,7,12,estimator
1559,Uneecops Technologies Ltd.,8,10,administrative director
1560,Pine Labs,1,6,senior financial analyst
1561,NSEIT Ltd,15,20,butiksbiträde
1562,Kaamkaajindia,2,4,product development
1563,IndiHire,4,9,technical engineer
1564,"Max Super Specilaity Hospital, Vaishali",0,5,territory sales manager
1565,Talent Leads Consultants,4,9,admin assistant
1566,Datawise HR,1,3,strategic planner
1567,Aarav Infotech,0,3,basketball coach
1568,ONS Search ,5,8,executive creative director
1569,Netra Technologies,2,3,training
1570,Cordlife Sciences India Pvt. Ltd.,4,6,medical receptionist
1571,Synophic Systems Inc,10,15,afstudeerstage
1572,DiagnoSearch Life Sciences Pvt Ltd,3,5,tax assistant
1573,teradata corporations,6,8,senior financial consultant
1574,Five Elements Business Solutions Pvt. Ltd.,3,5,chief engineer
1575,Clearway Advisors,2,5,systems consultant
1576,Quantum Asia Pvt. Ltd.,0,0,information technology professional
1577,K2 Consultants,0,5,caseworker
1578,Suga Consulting Services,3,8,media consultant
1579,Zerodha,5,7,purchasing coordinator
1580,UnifyCloud Pvt. Ltd.,6,8,pr intern
1581,Talent Blaze,10,13,senior technical lead
1582,Ather Energy,4,9,of counsel
1583,Unify Cloud Pvt Ltd,6,11,senior process associate
1584,Krishna Institute of Medical Sciences Ltd.,3,5,staff photographer
1585,Industrybuying.com,1,6,performance analyst
1586,Levin Tom Properties,6,8,project co-ordinator
1587,CONVERGYS India Services Pvt Ltd,2,7,production
1588,Double Spring Media (India) Pvt. Ltd,1,3,social media
1589,Elmeasure India Pvt Ltd,8,13,area coordinator
1590,Cozmo Travel Pvt Ltd,1,3,office staff
1591,QuantumLink Communications Pvt Ltd,4,6,administrator executive
1592,Zydex Industries,12,20,orthopedic surgeon
1593,RALS Technosoft Pvt. Ltd.,6,9,research consultant
1594,Xcel Hires Managment Solutions Pvt Ltd,3,5,assistant accountant
1595,Digitals India Security Products Pvt. Ltd.,1,3,independent beauty consultant
1596,Socialhire manpower services,2,7,florist
