exp_id,company,start_year,years,role,user_id
968,EITACIES SOLUTIONS(INDIA) PVT LTD,2000,2001,gerente de operaciones,1254
968,EITACIES SOLUTIONS(INDIA) PVT LTD,2000,2001,gerente de operaciones,1994
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,28
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,669
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,864
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,1039
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,1199
969,HighPoints Technologies India (P) Ltd.,2001,2005,tennis coach,1806
970,Jagu\\'s SS Technologies (p).Ltd,2000,2005,fitness instructor,1232
971,"Amitysoft Technologies Pvt. Ltd.,",2002,2003,analyst,1081
971,"Amitysoft Technologies Pvt. Ltd.,",2002,2003,analyst,1539
972,Cleantech Ventures Pvt Ltd.,2003,2008,venditore,750
972,Cleantech Ventures Pvt Ltd.,2003,2008,venditore,844
974,GRAND PROPERTIES,2003,2007,scrum master,48
974,GRAND PROPERTIES,2003,2007,scrum master,201
974,GRAND PROPERTIES,2003,2007,scrum master,244
976,Drishtee,2003,2004,module lead,171
976,Drishtee,2003,2004,module lead,191
977,PMaps Assessment,2001,2004,daycare provider,643
977,PMaps Assessment,2001,2004,daycare provider,1639
978,Live Technician Technical Solutions Pvt Ltd,2010,2015,retail sales,1003
978,Live Technician Technical Solutions Pvt Ltd,2010,2015,retail sales,1292
979,InfoStretch Corporation (India) Pvt. Ltd,2004,2008,head waiter,688
981,NeoSOFT Technologies,2005,2009,geophysicist,199
981,NeoSOFT Technologies,2005,2009,geophysicist,1280
981,NeoSOFT Technologies,2005,2009,geophysicist,1350
981,NeoSOFT Technologies,2005,2009,geophysicist,1367
982,Intercontinental Consultants and Technocrats Pvt Ltd,2002,2005,sr technical recruiter,147
982,Intercontinental Consultants and Technocrats Pvt Ltd,2002,2005,sr technical recruiter,1465
982,Intercontinental Consultants and Technocrats Pvt Ltd,2002,2005,sr technical recruiter,1988
983,Green And Wise,2001,2003,custodian,288
984,VARDAAN INFOSOFT PVT LTD,2000,2004,investigadora,52
984,VARDAAN INFOSOFT PVT LTD,2000,2004,investigadora,798
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,60
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,351
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,464
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,1116
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,1255
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,1780
986,MITYUNG Infotech (P) Ltd.,2006,2010,financial controller,1852
988,Astic Solutions,2001,2006,technical service representative,439
988,Astic Solutions,2001,2006,technical service representative,1099
988,Astic Solutions,2001,2006,technical service representative,1726
989,"HITECH PLACEMENTS, Bangalore",2001,2003,operations,695
989,"HITECH PLACEMENTS, Bangalore",2001,2003,operations,1309
989,"HITECH PLACEMENTS, Bangalore",2001,2003,operations,1953
990,Onjection Solutions,2008,2012,audit trainee,27
990,Onjection Solutions,2008,2012,audit trainee,87
990,Onjection Solutions,2008,2012,audit trainee,175
991,VDA Infosolutions Pvt. Ltd.,2002,2004,diseñadora gráfica,338
991,VDA Infosolutions Pvt. Ltd.,2002,2004,diseñadora gráfica,644
991,VDA Infosolutions Pvt. Ltd.,2002,2004,diseñadora gráfica,1501
992,IMS OneWorld,2005,2007,communications coordinator,1408
993,Unified HR Services,2002,2007,medical billing specialist,1038
995,Atkins Global,2005,2010,suporte técnico,515
995,Atkins Global,2005,2010,suporte técnico,774
995,Atkins Global,2005,2010,suporte técnico,1070
996,HI Destination Management Pvt Ltd.,2002,2005,senior account representative,1488
997,Pyoginam,2003,2005,manager assistant,1295
998,ARYATECH ENGINEERING & CONSULTANCY,2004,2007,staff assistant,120
998,ARYATECH ENGINEERING & CONSULTANCY,2004,2007,staff assistant,674
998,ARYATECH ENGINEERING & CONSULTANCY,2004,2007,staff assistant,781
998,ARYATECH ENGINEERING & CONSULTANCY,2004,2007,staff assistant,1607
1000,Heurion Consulting Pvt. Ltd.,2005,2010,business development analyst,1477
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,785
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,791
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,990
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,1491
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,1620
1002,RDT DIAMOND TOOLS PVT LTD,2002,2007,human resources information systems,1939
1003,Foster Services,2006,2008,dancer,1339
1004,M. J. Biopharm Pvt Ltd,2002,2003,orthopedic surgeon,291
1004,M. J. Biopharm Pvt Ltd,2002,2003,orthopedic surgeon,1256
1006,Global One Corporate Services,2001,2006,kierownik,1012
1006,Global One Corporate Services,2001,2006,kierownik,1322
1007,CONTACTX RESOURCE MANAGEMENT PVT. LTD,2007,2012,produtor,375
1007,CONTACTX RESOURCE MANAGEMENT PVT. LTD,2007,2012,produtor,1169
1008,Eicher Engineering Solutions (A Unit Of Eicher Motors Ltd),2012,2022,commercial manager,94
1008,Eicher Engineering Solutions (A Unit Of Eicher Motors Ltd),2012,2022,commercial manager,919
1009,People Combine Educational Initiatives Ltd.,2008,2012,human resource manager,182
1009,People Combine Educational Initiatives Ltd.,2008,2012,human resource manager,453
1009,People Combine Educational Initiatives Ltd.,2008,2012,human resource manager,1124
1010,PeopleLogic Business Solutions,2003,2005,gerente de compras,1563
1010,PeopleLogic Business Solutions,2003,2005,gerente de compras,1683
1010,PeopleLogic Business Solutions,2003,2005,gerente de compras,1800
1011,Grainger India Private Limited,2003,2006,farmer,1141
1011,Grainger India Private Limited,2003,2006,farmer,1146
1011,Grainger India Private Limited,2003,2006,farmer,1453
1012,Greenage Griha Nirmaan Pvt Ltd.,2005,2010,content editor,313
1013,Fleming India Management Services Pvt. Ltd.,2002,2006,data entry specialist,183
1013,Fleming India Management Services Pvt. Ltd.,2002,2006,data entry specialist,1966
1014,Lakkho HR Consultants Private Limited,2000,2002,head of finance,446
1014,Lakkho HR Consultants Private Limited,2000,2002,head of finance,1068
1014,Lakkho HR Consultants Private Limited,2000,2002,head of finance,1122
1014,Lakkho HR Consultants Private Limited,2000,2002,head of finance,1704
1015,IPMS Placements Private Limited,2010,2018,infantry,489
1015,IPMS Placements Private Limited,2010,2018,infantry,622
1016,Gallop4U Staffing Solution,2004,2008,vice president operations,534
1016,Gallop4U Staffing Solution,2004,2008,vice president operations,1174
1018,ATT Systems Group,2015,2025,senior territory manager,756
1019,Pelf Infotech Private Limited,2004,2007,senior estimator,1067
1019,Pelf Infotech Private Limited,2004,2007,senior estimator,1179
1020,Edutech India Private Limited,2010,2015,psicopedagoga,139
1020,Edutech India Private Limited,2010,2015,psicopedagoga,1478
1021,Powersoft IT PVT LTD,2006,2010,assistente administrativa,1708
1023,Macropace Technologies,2002,2007,encargado,887
1024,ideaTree,2003,2005,stagehand,1090
1025,CAREER MAKERS,2005,2008,senior surveyor,950
1025,CAREER MAKERS,2005,2008,senior surveyor,1206
1026,ICA Edu Skills Pvt. Ltd.,2003,2005,accounts payable specialist,850
1026,ICA Edu Skills Pvt. Ltd.,2003,2005,accounts payable specialist,1271
1027,WEB DESIGN SEO COMPANY,2005,2008,staff registered nurse,607
1028,US Tech Solutions Pvt Ltd,2005,2007,student intern,155
1028,US Tech Solutions Pvt Ltd,2005,2007,student intern,559
1028,US Tech Solutions Pvt Ltd,2005,2007,student intern,1579
1029,MM Activ Sci-Tech Communications Pvt. Ltd.,2006,2011,general assistant,214
1029,MM Activ Sci-Tech Communications Pvt. Ltd.,2006,2011,general assistant,947
1030,Saraswati Accountants Software Pvt Ltd,2002,2004,accounts receivable specialist,1033
1031,Terra Technology,2002,2006,talent manager,862
1031,Terra Technology,2002,2006,talent manager,882
1031,Terra Technology,2002,2006,talent manager,1238
1032,Afycon Technologies Pvt Ltd,2000,2000,postdoc,71
1032,Afycon Technologies Pvt Ltd,2000,2000,postdoc,224
1033,vipin call info,2003,2008,project leader,1454
1033,vipin call info,2003,2008,project leader,1621
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial,122
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial,127
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial,273
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial,566
1034,Loylty Rewardz Mngt. Pvt. Ltd,2003,2005,gerente comercial,1922
1036,VAM SYSTEMS,2001,2003,sachbearbeiter,899
1036,VAM SYSTEMS,2001,2003,sachbearbeiter,1069
1037,Sindhu Cargo Services Private Limited,2002,2005,data scientist,90
1037,Sindhu Cargo Services Private Limited,2002,2005,data scientist,427
1037,Sindhu Cargo Services Private Limited,2002,2005,data scientist,1156
1038,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,2004,2006,housekeeping supervisor,113
1038,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,2004,2006,housekeeping supervisor,488
1038,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,2004,2006,housekeeping supervisor,754
1038,ATRIBS SOFTWARE SYSTEMS Pvt Ltd,2004,2006,housekeeping supervisor,801
1039,AVIATION PRIVATE LTD,2007,2012,sócia,505
1041,Neorems Services Pvt Ltd,2002,2007,project assistant,1097
1041,Neorems Services Pvt Ltd,2002,2007,project assistant,1132
1041,Neorems Services Pvt Ltd,2002,2007,project assistant,1326
1041,Neorems Services Pvt Ltd,2002,2007,project assistant,1924
1042,Vinclo System,2006,2009,senior data analyst,1433
1043,Music Broadcast Private Limited,2005,2007,gerente de ti,804
1043,Music Broadcast Private Limited,2005,2007,gerente de ti,906
1045,Innominds Software (P) Limited,2001,2003,independent business owner,621
1045,Innominds Software (P) Limited,2001,2003,independent business owner,1061
1045,Innominds Software (P) Limited,2001,2003,independent business owner,1112
1045,Innominds Software (P) Limited,2001,2003,independent business owner,1310
1046,"Unify Square, Inc.",2007,2012,office coordinator,1534
1047,Care IT Solutions Pvt Ltd,2004,2005,director of product development,391
1047,Care IT Solutions Pvt Ltd,2004,2005,director of product development,1498
1049,Nextek Systems (P) Ltd. (Sage Group),2003,2008,jefa,344
1049,Nextek Systems (P) Ltd. (Sage Group),2003,2008,jefa,753
1051,SRIDHAR INSURANCE BROKER PVT LTD,2005,2010,senior director,278
1051,SRIDHAR INSURANCE BROKER PVT LTD,2005,2010,senior director,694
1051,SRIDHAR INSURANCE BROKER PVT LTD,2005,2010,senior director,1023
1052,KOKA Technologies,2002,2007,collections manager,518
1053,National Council of Educational Research and Training,2001,2002,captain,1905
1054,Athenta Technologies Pvt. Ltd.,2002,2003,temporary administrative assistant,1121
1054,Athenta Technologies Pvt. Ltd.,2002,2003,temporary administrative assistant,1404
1054,Athenta Technologies Pvt. Ltd.,2002,2003,temporary administrative assistant,1788
1055,Imperial Training and Consultants,2003,2008,jubilada,591
1055,Imperial Training and Consultants,2003,2008,jubilada,722
1055,Imperial Training and Consultants,2003,2008,jubilada,1758
1056,Perceptive Analytics,2005,2010,general director,973
1056,Perceptive Analytics,2005,2010,general director,1584
1056,Perceptive Analytics,2005,2010,general director,1950
1057,Boomerang Commerce,2001,2004,assistant internship,209
1057,Boomerang Commerce,2001,2004,assistant internship,881
1057,Boomerang Commerce,2001,2004,assistant internship,1230
1058,SEO Consultants,2003,2008,manager human resources,222
1058,SEO Consultants,2003,2008,manager human resources,445
1058,SEO Consultants,2003,2008,manager human resources,1160
1058,SEO Consultants,2003,2008,manager human resources,1484
1060,Personagraph Corporation,2004,2006,commercial,30
1060,Personagraph Corporation,2004,2006,commercial,575
1062,Bright Star and Company,2000,2001,validation engineer,174
1063,ilabs Enterprise Services Private Limited,2006,2009,advogado,1417
1064,PITCS,2002,2007,enfermero,431
1064,PITCS,2002,2007,enfermero,1176
1064,PITCS,2002,2007,enfermero,1297
1064,PITCS,2002,2007,enfermero,1858
1066,Enthean Solutions Pvt Ltd,2002,2005,information technology support specialist,1291
1067,Carrier Midea India Private Limited,2010,2020,pintor,324
1068,Vatsa Solutions,2005,2010,jefe de compras,80
1068,Vatsa Solutions,2005,2010,jefe de compras,987
1068,Vatsa Solutions,2005,2010,jefe de compras,1021
1068,Vatsa Solutions,2005,2010,jefe de compras,1627
1070,Himanshu Apparels,2001,2003,senior sales consultant,268
1070,Himanshu Apparels,2001,2003,senior sales consultant,1435
1070,Himanshu Apparels,2001,2003,senior sales consultant,1619
1070,Himanshu Apparels,2001,2003,senior sales consultant,1992
1071,BRISTLECONE,2005,2008,floor manager,259
1072,Asahi India Glass Ltd.,2005,2008,adjunct lecturer,1140
1072,Asahi India Glass Ltd.,2005,2008,adjunct lecturer,1413
1073,Anwesha Customer Relations Marketing Pvt Ltd,2002,2008,film director,41
1073,Anwesha Customer Relations Marketing Pvt Ltd,2002,2008,film director,1867
1074,"Sensiple Software Solutions Pvt. Ltd.,",2003,2006,singer,1706
1075,Jeevan Scientific Technology Ltd.,2001,2003,production worker,1334
1075,Jeevan Scientific Technology Ltd.,2001,2003,production worker,1556
1076,SPHEREHEAD CONSULTING (P) LIMITED,2000,2002,new business development,571
1077,Rinalytics Advisors,2007,2009,sales promoter,1017
1077,Rinalytics Advisors,2007,2009,sales promoter,1404
1077,Rinalytics Advisors,2007,2009,sales promoter,1410
1078,Vision India Services Private Limited,2006,2011,consultor de negócios,220
1078,Vision India Services Private Limited,2006,2011,consultor de negócios,511
1078,Vision India Services Private Limited,2006,2011,consultor de negócios,1937
1079,DRISHTEE DEVELOPMENT AND COMMUNICATION LTD,2006,2011,assistentin,116
1079,DRISHTEE DEVELOPMENT AND COMMUNICATION LTD,2006,2011,assistentin,1389
1079,DRISHTEE DEVELOPMENT AND COMMUNICATION LTD,2006,2011,assistentin,1978
1080,BLUEPRINT TECHNOLOGIES PVT LTD,2011,2015,jurist,56
1080,BLUEPRINT TECHNOLOGIES PVT LTD,2011,2015,jurist,1652
1083,KILBURN ENGINEERING LIMITED,2010,2015,principal,1058
1083,KILBURN ENGINEERING LIMITED,2010,2015,principal,1094
1086,"Clay Logix (India) Pvt Ltd,",2001,2003,assistant librarian,74
1086,"Clay Logix (India) Pvt Ltd,",2001,2003,assistant librarian,1202
1086,"Clay Logix (India) Pvt Ltd,",2001,2003,assistant librarian,1221
1088,UMA INTERNATIONAL,2007,2010,dueño principal,860
1088,UMA INTERNATIONAL,2007,2010,dueño principal,1188
1089,CAR LAUNDRY AUTO SERVICES OPC PRIVATE LIMITED,2003,2006,medical assistant,256
1089,CAR LAUNDRY AUTO SERVICES OPC PRIVATE LIMITED,2003,2006,medical assistant,503
1089,CAR LAUNDRY AUTO SERVICES OPC PRIVATE LIMITED,2003,2006,medical assistant,742
1090,ASCENT STAFFING SOLUTIONS PVT LTD,2001,2003,ingenieur,106
1090,ASCENT STAFFING SOLUTIONS PVT LTD,2001,2003,ingenieur,327
1090,ASCENT STAFFING SOLUTIONS PVT LTD,2001,2003,ingenieur,643
1090,ASCENT STAFFING SOLUTIONS PVT LTD,2001,2003,ingenieur,1962
1091,Vidal Health TPA Pvt Ltd (Formerly known as TTK Healthcare Services),2003,2008,social studies teacher,565
1092,PolyCom Technology (RD) Centre Pvt Ltd,2003,2005,associate producer,320
1092,PolyCom Technology (RD) Centre Pvt Ltd,2003,2005,associate producer,804
1092,PolyCom Technology (RD) Centre Pvt Ltd,2003,2005,associate producer,1723
1093,Softlogic Systems,2005,2008,position in sales,169
1093,Softlogic Systems,2005,2008,position in sales,314
1093,Softlogic Systems,2005,2008,position in sales,612
1093,Softlogic Systems,2005,2008,position in sales,1004
1094,SDLC Labs Technologies Pvt. Ltd.,2003,2008,genaral manager,427
1095,MOSAIC MEDIA VENTURES PVT. LTD,2004,2006,selbständig,845
1095,MOSAIC MEDIA VENTURES PVT. LTD,2004,2006,selbständig,991
1095,MOSAIC MEDIA VENTURES PVT. LTD,2004,2006,selbständig,1270
1097,IMMUNOSHOP,2010,2015,director of nursing,1452
1099,PFS Web Global Services Pvt Ltd,2003,2004,team leader,654
1099,PFS Web Global Services Pvt Ltd,2003,2004,team leader,786
1099,PFS Web Global Services Pvt Ltd,2003,2004,team leader,1599
1100,Banking Frontiers,2007,2010,manager it,1075
1100,Banking Frontiers,2007,2010,manager it,1834
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador,76
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador,528
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador,819
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador,1529
1102,Time Analytic & Shared Services Private Limited,2000,2005,formador,1587
1103,alacrity,2003,2006,events assistant,257
1104,AGS HEALTH PRIVATE LIMITED,2010,2012,bolsista,834
1105,Nexa Web Solutions Pvt Ltd,2000,2001,monitora,1624
1107,Accuster Technologies Pvt. Ltd.,2005,2007,vertrieb,103
1107,Accuster Technologies Pvt. Ltd.,2005,2007,vertrieb,1306
1107,Accuster Technologies Pvt. Ltd.,2005,2007,vertrieb,1832
1108,Orion Consulting,2010,2015,senior counselor,1002
1109,The Calibre Quotient Consulting,2001,2003,service consultant,1223
1109,The Calibre Quotient Consulting,2001,2003,service consultant,1421
1109,The Calibre Quotient Consulting,2001,2003,service consultant,1923
1109,The Calibre Quotient Consulting,2001,2003,service consultant,1974
1110,IAP Company Pvt Ltd.,2001,2005,president/owner,23
1111,Nuevosol Energy Private Limited,2003,2008,client account manager,530
1111,Nuevosol Energy Private Limited,2003,2008,client account manager,1011
1111,Nuevosol Energy Private Limited,2003,2008,client account manager,1229
1113,VDPL,2010,2015,fund manager,312
1113,VDPL,2010,2015,fund manager,581
1113,VDPL,2010,2015,fund manager,663
1113,VDPL,2010,2015,fund manager,1840
1113,VDPL,2010,2015,fund manager,1877
1114,HCL TSS,2002,2005,accounting specialist,83
1114,HCL TSS,2002,2005,accounting specialist,473
1114,HCL TSS,2002,2005,accounting specialist,1235
1114,HCL TSS,2002,2005,accounting specialist,1480
1114,HCL TSS,2002,2005,accounting specialist,1548
1114,HCL TSS,2002,2005,accounting specialist,1858
1115,Axtria,2010,2014,logistics account executive,919
1115,Axtria,2010,2014,logistics account executive,1114
1116,Intelegain Technologies,2001,2004,retraitée,959
1117,SUPER SAFETY SERVICES,2000,2001,senior travel consultant,664
1117,SUPER SAFETY SERVICES,2000,2001,senior travel consultant,1473
1117,SUPER SAFETY SERVICES,2000,2001,senior travel consultant,1880
1118,"LabourNet Services India Private Limited,",2005,2010,asistente de gerencia,1048
1118,"LabourNet Services India Private Limited,",2005,2010,asistente de gerencia,1907
1119,STEER INFORMATION TECHNOLOGIES PVT. LTD,2001,2006,serveur,538
1119,STEER INFORMATION TECHNOLOGIES PVT. LTD,2001,2006,serveur,1197
1120,Somya Translators Pvt Ltd,2002,2005,marine,1725
1122,Keyideas Infotech Private Limited,2008,2012,billing clerk,1194
1123,Biotron Healthcare (India) Pvt. Ltd.,2004,2007,benefits coordinator,1438
1124,Up Word Global,2001,2003,piping designer,43
1124,Up Word Global,2001,2003,piping designer,45
1124,Up Word Global,2001,2003,piping designer,413
1124,Up Word Global,2001,2003,piping designer,536
1124,Up Word Global,2001,2003,piping designer,772
1124,Up Word Global,2001,2003,piping designer,1150
1124,Up Word Global,2001,2003,piping designer,1674
1125,Qusol Consultancy Private Limited,2002,2007,nurse assistant,1273
1125,Qusol Consultancy Private Limited,2002,2007,nurse assistant,1538
1126,Black & White Business Solution,2015,2020,scheduler,1596
1127,Celestial Systems Pvt. Ltd.,2010,2020,engenheiro mecânico,893
1127,Celestial Systems Pvt. Ltd.,2010,2020,engenheiro mecânico,1604
1128,Spigot Software Private Limited,2001,2004,school secretary,732
1130,GEORGE PHILIPS MEDICAL ENGINEERING Pvt. Ltd,2005,2010,servidor público,206
1131,Being Human Clothing,2008,2010,aircraft maintenance technician,99
1131,Being Human Clothing,2008,2010,aircraft maintenance technician,1366
1132,Prarzoo Pvt Ltd,2004,2009,account development manager,23
1132,Prarzoo Pvt Ltd,2004,2009,account development manager,299
1132,Prarzoo Pvt Ltd,2004,2009,account development manager,752
1133,Ace Data Devices Pvt. Ltd,2005,2008,digital marketing manager,358
1133,Ace Data Devices Pvt. Ltd,2005,2008,digital marketing manager,552
1133,Ace Data Devices Pvt. Ltd,2005,2008,digital marketing manager,1530
1134,Axcess Consultancy services,2002,2005,marketing intern,1005
1134,Axcess Consultancy services,2002,2005,marketing intern,1761
1135,"SPM India Ltd.,",2001,2006,management analyst,61
1136,Skillmine Technology Consulting,2003,2005,solution architect,268
1136,Skillmine Technology Consulting,2003,2005,solution architect,745
1136,Skillmine Technology Consulting,2003,2005,solution architect,1556
1136,Skillmine Technology Consulting,2003,2005,solution architect,1733
1136,Skillmine Technology Consulting,2003,2005,solution architect,1893
1137,Smartech Interactive Pvt. Ltd,2002,2007,category manager,1052
1137,Smartech Interactive Pvt. Ltd,2002,2007,category manager,1164
1137,Smartech Interactive Pvt. Ltd,2002,2007,category manager,1218
1138,JIVA AYURVEDIC PHARMACY LTD.,2007,2010,customer support executive,10
1138,JIVA AYURVEDIC PHARMACY LTD.,2007,2010,customer support executive,359
1139,Inspiring spaces,2003,2005,help desk,31
1139,Inspiring spaces,2003,2005,help desk,1501
1140,Priority People Hr Solutions,2003,2006,admin clerk,592
1140,Priority People Hr Solutions,2003,2006,admin clerk,1664
1141,Buzzworks Business Services Pvt Ltd.,2000,2002,eletricista,154
1141,Buzzworks Business Services Pvt Ltd.,2000,2002,eletricista,370
1141,Buzzworks Business Services Pvt Ltd.,2000,2002,eletricista,605
1142,Softlogic Technology Private Limited,2009,2014,veterinary technician,992
1142,Softlogic Technology Private Limited,2009,2014,veterinary technician,1225
1142,Softlogic Technology Private Limited,2009,2014,veterinary technician,1457
1144,"IIPT Automation, Delhi",2000,2002,regional sales executive,496
1145,NASSCOM Foundation,2001,2003,accounts payable coordinator,476
1145,NASSCOM Foundation,2001,2003,accounts payable coordinator,1788
1146,Cambridge Technology Enterprises,2000,2001,senior marketing specialist,458
1147,DGS Technical Services,2001,2002,asistente de ventas,883
1148,Pentagon Global Solutions Limited,2008,2012,laboratory analyst,675
1148,Pentagon Global Solutions Limited,2008,2012,laboratory analyst,1502
1148,Pentagon Global Solutions Limited,2008,2012,laboratory analyst,1886
1148,Pentagon Global Solutions Limited,2008,2012,laboratory analyst,1893
1149,Digilant Solutions,2001,2005,conductor,384
1149,Digilant Solutions,2001,2005,conductor,928
1149,Digilant Solutions,2001,2005,conductor,1193
1150,ETT CAREERMOVE PVT LTD,2000,2002,telecom engineer,5
1151,Adwitiya Consulting,2003,2005,gestor,763
1151,Adwitiya Consulting,2003,2005,gestor,1543
1152,open minds,2010,2012,physics teacher,286
1152,open minds,2010,2012,physics teacher,698
1152,open minds,2010,2012,physics teacher,706
1153,aasaanjobs,2002,2007,auxiliar de enfermagem,539
1153,aasaanjobs,2002,2007,auxiliar de enfermagem,1066
1153,aasaanjobs,2002,2007,auxiliar de enfermagem,1150
1153,aasaanjobs,2002,2007,auxiliar de enfermagem,1589
1154,IPE Global Limited,2003,2007,asistente administrativa,109
1154,IPE Global Limited,2003,2007,asistente administrativa,479
1154,IPE Global Limited,2003,2007,asistente administrativa,691
1154,IPE Global Limited,2003,2007,asistente administrativa,709
1154,IPE Global Limited,2003,2007,asistente administrativa,1242
1154,IPE Global Limited,2003,2007,asistente administrativa,1255
1154,IPE Global Limited,2003,2007,asistente administrativa,1769
1155,Green Wings System Pvt Ltd,2006,2009,public relations manager,625
1156,Maven Silicon,2003,2008,associé gérant,616
1156,Maven Silicon,2003,2008,associé gérant,903
1157,Interactive Marketing Pvt Ltd,2010,2015,marketing & sales,641
1157,Interactive Marketing Pvt Ltd,2010,2015,marketing & sales,1149
1157,Interactive Marketing Pvt Ltd,2010,2015,marketing & sales,1483
1158,SYMENTRICS SOLUTIONS,2003,2005,clinical research associate,808
1158,SYMENTRICS SOLUTIONS,2003,2005,clinical research associate,810
1159,Best Choice Consultant,2002,2005,assistant front office manager,317
1160,Prudent Solutions,2002,2004,frontend developer,931
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,418
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,479
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,638
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,971
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,1060
1161,IQ4I Research and Consultancy Pvt. LTD,2003,2005,transportation manager,1988
1162,India Medtronic Pvt. Ltd,2006,2009,project consultant,73
1162,India Medtronic Pvt. Ltd,2006,2009,project consultant,730
1162,India Medtronic Pvt. Ltd,2006,2009,project consultant,1236
1163,Aris Global Software Pvt. Ltd.,2003,2005,expeditor,1079
1164,PCDS Infotech (P). Ltd,2003,2005,quality inspector,1034
1165,Spruce Software Tech,2005,2010,senior key account manager,475
1165,Spruce Software Tech,2005,2010,senior key account manager,573
1165,Spruce Software Tech,2005,2010,senior key account manager,591
1165,Spruce Software Tech,2005,2010,senior key account manager,1824
1166,Evoke Technologies Pvt. Ltd.,2002,2003,chargé de clientèle,554
1166,Evoke Technologies Pvt. Ltd.,2002,2003,chargé de clientèle,1794
1167,JD Group Limited.,2005,2006,regional director of operations,986
1167,JD Group Limited.,2005,2006,regional director of operations,1693
1167,JD Group Limited.,2005,2006,regional director of operations,1839
1167,JD Group Limited.,2005,2006,regional director of operations,1856
1168,Connectpro Mgmt Pvt Ltd,2000,2002,senior recruiter,80
1168,Connectpro Mgmt Pvt Ltd,2000,2002,senior recruiter,263
1169,SE Trading Company,2001,2003,english instructor,1958
1170,Neweland Technologies Pvt. Ltd.,2002,2004,photographer,44
1170,Neweland Technologies Pvt. Ltd.,2002,2004,photographer,1227
1171,Dsourc,2007,2010,pasante,1525
1172,MatchMove,2003,2005,student tutor,886
1172,MatchMove,2003,2005,student tutor,1396
1172,MatchMove,2003,2005,student tutor,1851
1172,MatchMove,2003,2005,student tutor,1986
1173,Securitas India,2004,2007,delivery driver,814
1173,Securitas India,2004,2007,delivery driver,1128
1173,Securitas India,2004,2007,delivery driver,1957
1174,Integrated Technology.,2002,2007,security guard,5
1174,Integrated Technology.,2002,2007,security guard,577
1174,Integrated Technology.,2002,2007,security guard,650
1175,Reputed Garment Industry,2000,2005,adjunct instructor,222
1175,Reputed Garment Industry,2000,2005,adjunct instructor,1247
1175,Reputed Garment Industry,2000,2005,adjunct instructor,1293
1175,Reputed Garment Industry,2000,2005,adjunct instructor,1360
1178,Fore Brain Technologies Private Limited,2004,2006,dermatologist,796
1179,Alcor Solutions Inc.,2004,2009,front office assistant,214
1179,Alcor Solutions Inc.,2004,2009,front office assistant,871
1180,Sourcebits Technologies,2000,2003,law clerk,1898
1181,ElcoSoft Pvt. Ltd.,2008,2013,technical intern,1490
1181,ElcoSoft Pvt. Ltd.,2008,2013,technical intern,1895
1182,Offshore Accounting & Taxation Services Pvt. Ltd.,2000,2005,uzman,737
1182,Offshore Accounting & Taxation Services Pvt. Ltd.,2000,2005,uzman,1237
1182,Offshore Accounting & Taxation Services Pvt. Ltd.,2000,2005,uzman,1766
1183,Vimta Labs Limited,2000,2001,network analyst,1816
1183,Vimta Labs Limited,2000,2001,network analyst,1969
1184,YallaSpree -Startup,2002,2003,presenter,781
1184,YallaSpree -Startup,2002,2003,presenter,1768
1185,Malladi Drugs & Pharmaceuticals Limited,2001,2002,warehouse worker,111
1186,Office of HNI,2002,2007,judicial extern,595
1187,ECPS Pvt. Ltd,2003,2007,owner/founder,465
